api_player_key,raw_api_player_key,api_name,api_name_source,gender,mapping_status,today_match_count,opponent_name,opponents_today,tournament,event_names,event_type,event_type_types,candidate_count,candidate_margin,candidate_ambiguity,candidate_1_key,candidate_1_name,candidate_1_score,candidate_1_method,candidate_1_matches,candidate_2_key,candidate_2_name,candidate_2_score,candidate_2_method,candidate_2_matches,candidate_3_key,candidate_3_name,candidate_3_score,candidate_3_method,candidate_3_matches,best_candidate_key,best_candidate_name,score,margin,method,suggested_override_json,accept_candidate_rank,manual_sackmann_key,reject,review_note
women:api:1358,1358,Anne-Christine Lutkemeyer,api_cache_full_name,women,unmapped,1,N. Weng,N. Weng,W15 Claremont,W15 Claremont,Itf Women Singles,Itf Women Singles,1,,false,women:sackmann:260042,Anne Christine Lutkemeyer Obregon,0.789581,fuzzy,48,,,,,,,,,,,women:sackmann:260042,Anne Christine Lutkemeyer Obregon,0.789581,,fuzzy,"{""women:api:1358"": ""women:sackmann:260042""}",,,,
women:api:1812,1812,Xinyu Wang,api_cache_full_name,women,ambiguous,1,Leylah Fernandez,Leylah Fernandez,Bad Homburg,Bad Homburg,Wta Singles,Wta Singles,6,0.003767,true,women:sackmann:216016,Xiyu Wang,0.975153,exact_initial_form,172,women:sackmann:264050,Xinyi Wang,0.971386,exact_initial_form,3,women:sackmann:270213,Xiaotong Wang,0.971386,exact_initial_form,3,women:sackmann:216016,Xiyu Wang,0.975153,0.003767,exact_initial_form,,,,,
women:api:84923,84923,Y. Tsai,api_cache_short_name,women,ambiguous,1,Kayo Nishimura,Kayo Nishimura,W35 Taipei 2,W35 Taipei 2,Itf Women Singles,Itf Women Singles,3,0.002823,true,women:sackmann:267856,Yu Yun Tsai,0.926687,initial_surname,2,women:sackmann:267855,Yu Ning Tsai,0.923864,initial_surname,8,women:sackmann:265621,Yu Chin Tsai,0.923746,initial_surname,7,women:sackmann:267856,Yu Yun Tsai,0.926687,0.002823,initial_surname,,,,,
women:api:126,126,Yexin Ma,api_cache_full_name,women,ambiguous,1,Erika Andreeva,Erika Andreeva,Wimbledon,Wimbledon,Wta Singles,Wta Singles,2,0.016142,true,women:sackmann:263143,Yinong Ma,0.970693,exact_initial_form,1,women:sackmann:215946,Ye Xin Ma,0.954551,initial_surname,228,,,,,,women:sackmann:263143,Yinong Ma,0.970693,0.016142,exact_initial_form,,,,,
