api_player_key,raw_api_player_key,api_name,api_name_source,gender,mapping_status,today_match_count,opponent_name,opponents_today,tournament,event_names,event_type,event_type_types,candidate_count,candidate_margin,candidate_ambiguity,candidate_1_key,candidate_1_name,candidate_1_score,candidate_1_method,candidate_1_matches,candidate_2_key,candidate_2_name,candidate_2_score,candidate_2_method,candidate_2_matches,candidate_3_key,candidate_3_name,candidate_3_score,candidate_3_method,candidate_3_matches,best_candidate_key,best_candidate_name,score,margin,method,suggested_override_json,accept_candidate_rank,manual_sackmann_key,reject,review_note
women:api:15341,15341,Amy Stevens,api_cache_full_name,women,ambiguous,1,Lucciana Perez Alarcon,Lucciana Perez Alarcon,W35 San Gregorio 4 (Italy),W35 San Gregorio 4 (Italy),Itf Women Singles,Itf Women Singles,2,0.001099,true,women:sackmann:264278,Alice Stevens,0.971792,exact_initial_form,5,women:sackmann:265599,Alfee Stevens,0.970693,exact_initial_form,1,,,,,,women:sackmann:264278,Alice Stevens,0.971792,0.001099,exact_initial_form,,,,,
women:api:52653,52653,Andy Nguyen,api_cache_full_name,women,ambiguous,1,S. Webster,S. Webster,"W15 Irvine, CA","W15 Irvine, CA",Itf Women Singles,Itf Women Singles,2,0.001678,true,women:sackmann:260787,Alexis Nguyen,0.974317,exact_initial_form,74,women:sackmann:269715,Avery Nguyen,0.972639,exact_initial_form,13,,,,,,women:sackmann:260787,Alexis Nguyen,0.974317,0.001678,exact_initial_form,,,,,
men:api:102607,102607,Christopher Kucukhuseyin Cem,api_cache_full_name,men,unmapped,1,Nicolas Tepmahc,Nicolas Tepmahc,M15 Kayseri 5,M15 Kayseri 5,Itf Men Singles,Itf Men Singles,1,,false,men:sackmann:214613,Cem Christopher Kucukhuseyin,0.828241,fuzzy,2,,,,,,,,,,,men:sackmann:214613,Cem Christopher Kucukhuseyin,0.828241,,fuzzy,"{""men:api:102607"": ""men:sackmann:214613""}",,,,
men:api:421,421,Christopher O'Connell,api_cache_full_name,men,unmapped,1,Benjamin Bonzi,Benjamin Bonzi,Nottingham,Nottingham,Challenger Men Singles,Challenger Men Singles,1,,false,men:sackmann:106331,Christopher Oconnell,0.782762,fuzzy,204,,,,,,,,,,,men:sackmann:106331,Christopher Oconnell,0.782762,,fuzzy,"{""men:api:421"": ""men:sackmann:106331""}",,,,
women:api:58205,58205,N. Lee,api_cache_short_name,women,ambiguous,1,Ksenia Zaytseva,Ksenia Zaytseva,W15 Kursumlijska Banja 5,W15 Kursumlijska Banja 5,Itf Women Singles,Itf Women Singles,2,0.001099,true,women:sackmann:264117,Nayoung Lee,0.971792,exact_initial_form,5,women:sackmann:270052,Nancy Lee,0.970693,exact_initial_form,1,,,,,,women:sackmann:264117,Nayoung Lee,0.971792,0.001099,exact_initial_form,,,,,
women:api:104082,104082,S. Webster,api_cache_short_name,women,ambiguous,1,Andy Nguyen,Andy Nguyen,"W15 Irvine, CA","W15 Irvine, CA",Itf Women Singles,Itf Women Singles,2,0.001030,true,women:sackmann:260046,Sophia Webster,0.972639,exact_initial_form,13,women:sackmann:260081,Savannah Webster,0.971609,exact_initial_form,4,,,,,,women:sackmann:260046,Sophia Webster,0.972639,0.001030,exact_initial_form,,,,,
men:api:29714,29714,Stefano D'Agostino,api_cache_full_name,men,unmapped,1,Georgii Kravchenko,Georgii Kravchenko,M25 Milano (Italy),M25 Milano (Italy),Itf Men Singles,Itf Men Singles,1,,false,men:sackmann:208806,Stefano Dagostino,0.779111,fuzzy,107,,,,,,,,,,,men:sackmann:208806,Stefano Dagostino,0.779111,,fuzzy,"{""men:api:29714"": ""men:sackmann:208806""}",,,,
men:api:39003,39003,Vito Dell'Elba,api_cache_full_name,men,unmapped,1,Alexandru Tomescu Dan,Alexandru Tomescu Dan,M15 Constanta,M15 Constanta,Itf Men Singles,Itf Men Singles,1,,false,men:sackmann:202217,Vito Dellelba,0.77186,fuzzy,33,,,,,,,,,,,men:sackmann:202217,Vito Dellelba,0.77186,,fuzzy,"{""men:api:39003"": ""men:sackmann:202217""}",,,,
