priority_rank,priority,api_player_key,api_player_id,api_name,gender,mapping_status,api_source_match_count,example_index,date,tournament,level,surface,round,result_side,opponent_key,opponent_name,opponent_mapped,score,api_event_key,source_file,candidate_action,candidate_count,top_candidates,search_query_hint
2,challenger,men:api:2408,2408,J. Reis Da Silva,men,ambiguous,5,2,2026-06-10,Bratislava,challenger,clay,Bratislava - 1/16-finals,winner,men:api:9159,A. Donski,no,2 - 0,12134398,2026-06-10.json,manual_review,3,men:sackmann:206307 | Joao Lucas Reis Da Silva | score=0.975 | manual_review ; men:sackmann:212947 | Joao Dinis Silva | score=0.975 | candidate ; men:sackmann:133197 | Joao Silva | score=0.975 | candidate,J. Reis Da Silva A. Donski Bratislava 2026-06-10 2 - 0
2,challenger,men:api:2408,2408,J. Reis Da Silva,men,ambiguous,5,3,2026-06-04,Heilbronn,challenger,clay,Heilbronn - 1/8-finals,loser,men:api:55858,D. Dedura,no,2 - 0,12133343,2026-06-04.json,manual_review,3,men:sackmann:206307 | Joao Lucas Reis Da Silva | score=0.975 | manual_review ; men:sackmann:212947 | Joao Dinis Silva | score=0.975 | candidate ; men:sackmann:133197 | Joao Silva | score=0.975 | candidate,J. Reis Da Silva D. Dedura Heilbronn 2026-06-04 2 - 0
2,challenger,men:api:2481,2481,A. Ayeni,men,unmapped,2,1,2026-06-01,Prostejov,challenger,clay,Prostejov - Final,loser,men:api:24283,C. A. Caniato,no,2 - 0,12132449,2026-06-01.json,no_candidate,1,,A. Ayeni C. A. Caniato Prostejov 2026-06-01 2 - 0
2,challenger,men:api:2481,2481,A. Ayeni,men,unmapped,2,2,2026-05-31,Prostejov,challenger,clay,Prostejov - Semi-finals,winner,men:api:2516,J. Nicod,no,1 - 1,12132297,2026-05-31.json,no_candidate,1,,A. Ayeni J. Nicod Prostejov 2026-05-31 1 - 1
2,challenger,men:api:2516,2516,J. Nicod,men,ambiguous,3,1,2026-06-10,M25 Ceska Lipa,itf,clay,M25 Ceska Lipa - 1/16-finals,loser,men:api:57536,J. Filip,no,1 - 2,12134750,2026-06-10.json,manual_review,2,men:sackmann:210556 | Jakub Nicod | score=0.975 | manual_review ; men:sackmann:210083 | Jakub Nicod | score=0.975 | candidate,J. Nicod J. Filip M25 Ceska Lipa 2026-06-10 1 - 2
2,challenger,men:api:2516,2516,J. Nicod,men,ambiguous,3,2,2026-05-31,Prostejov,challenger,clay,Prostejov - Semi-finals,loser,men:api:2481,A. Ayeni,no,1 - 1,12132297,2026-05-31.json,manual_review,2,men:sackmann:210556 | Jakub Nicod | score=0.975 | manual_review ; men:sackmann:210083 | Jakub Nicod | score=0.975 | candidate,J. Nicod A. Ayeni Prostejov 2026-05-31 1 - 1
2,challenger,men:api:2516,2516,J. Nicod,men,ambiguous,3,3,2026-05-27,M25 Bol 2,itf,clay,M25 Bol 2 - 1/16-finals,loser,men:api:392,D. Ajdukovic,no,1 - 2,12130807,2026-05-27.json,manual_review,2,men:sackmann:210556 | Jakub Nicod | score=0.975 | manual_review ; men:sackmann:210083 | Jakub Nicod | score=0.975 | candidate,J. Nicod D. Ajdukovic M25 Bol 2 2026-05-27 1 - 2
2,challenger,men:api:28671,28671,D. Fornaci,men,unmapped,1,1,2026-05-31,Perugia,challenger,clay,Perugia - Semi-finals,loser,men:api:2019,D. Jorda Sanchis,no,2 - 0,12132286,2026-05-31.json,no_candidate,1,,D. Fornaci D. Jorda Sanchis Perugia 2026-05-31 2 - 0
2,challenger,men:api:38832,38832,J. Aguilar Cardozo,men,ambiguous,1,1,2026-06-09,San Miguel de Tucuman,challenger,clay,San Miguel de Tucuman - 1/16-finals,loser,men:api:7249,G. I. Justo,no,2 - 0,12134502,2026-06-09.json,manual_review,3,men:sackmann:212051 | Joaquin Aguilar Cardozo | score=0.975 | manual_review ; men:sackmann:149099 | Joaquin Aguilar Cardozo | score=0.975 | candidate ; men:sackmann:212481 | Federico Aguilar Cardozo | score=0.721951 | candidate,J. Aguilar Cardozo G. I. Justo San Miguel de Tucuman 2026-06-09 2 - 0
2,challenger,men:api:40212,40212,D. Salazar,men,unmapped,6,1,2026-06-14,Parma,challenger,clay,Parma - Semi-finals,loser,men:api:1185,M. Martineau,no,2 - 0,12136704,2026-06-14.json,weak_candidate,1,men:sackmann:208365 | Amador Salazar | score=0.723478 | weak_candidate,D. Salazar M. Martineau Parma 2026-06-14 2 - 0
2,challenger,men:api:40212,40212,D. Salazar,men,unmapped,6,2,2026-06-05,M15 Szentendre,qualifying,clay,M15 Szentendre - Quarter-finals,loser,men:api:15664,P. Makk,no,2 - 0,12133890,2026-06-05.json,weak_candidate,1,men:sackmann:208365 | Amador Salazar | score=0.723478 | weak_candidate,D. Salazar P. Makk M15 Szentendre 2026-06-05 2 - 0
2,challenger,men:api:40212,40212,D. Salazar,men,unmapped,6,3,2026-06-04,M15 Szentendre,itf,clay,M15 Szentendre - 1/8-finals,winner,men:api:10487,A. Braynin,no,2 - 1,12133578,2026-06-04.json,weak_candidate,1,men:sackmann:208365 | Amador Salazar | score=0.723478 | weak_candidate,D. Salazar A. Braynin M15 Szentendre 2026-06-04 2 - 1
2,challenger,men:api:4102,4102,S. Nam Ji,men,unmapped,1,1,2026-05-31,Prostejov,challenger,clay,Prostejov - Semi-finals,loser,men:api:38839,J. Kumstat,no,2 - 0,12132445,2026-05-31.json,no_candidate,1,,S. Nam Ji J. Kumstat Prostejov 2026-05-31 2 - 0
2,challenger,men:api:50705,50705,H. S. Callejon,men,unmapped,4,1,2026-06-14,Parma,challenger,clay,Parma - Semi-finals,loser,men:api:682,L. Bocchi,no,0 - 2,12136697,2026-06-14.json,no_candidate,1,,H. S. Callejon L. Bocchi Parma 2026-06-14 0 - 2
2,challenger,men:api:50705,50705,H. S. Callejon,men,unmapped,4,2,2026-06-09,Cattolica (Italy) - Qualification,qualifying,clay,Cattolica - 1/16-finals,loser,men:api:658,G. Ferrari,no,2 - 0,12134677,2026-06-09.json,no_candidate,1,,H. S. Callejon G. Ferrari Cattolica (Italy) - Qualification 2026-06-09 2 - 0
2,challenger,men:api:50705,50705,H. S. Callejon,men,unmapped,4,3,2026-06-08,Cattolica (Italy) - Qualification,qualifying,clay,Cattolica - Final,winner,men:api:10022,L. Ratti,no,1 - 2,12134529,2026-06-08.json,no_candidate,1,,H. S. Callejon L. Ratti Cattolica (Italy) - Qualification 2026-06-08 1 - 2
2,challenger,men:api:567,567,E. Nava,men,ambiguous,7,1,2026-06-11,Bratislava,challenger,clay,Bratislava - 1/8-finals,loser,men:api:2406,T. Daniel,no,2 - 0,12135232,2026-06-11.json,manual_review,2,men:sackmann:207182 | Emilio Nava | score=0.975 | manual_review ; men:sackmann:124013 | Eduardo Nava | score=0.975 | candidate,E. Nava T. Daniel Bratislava 2026-06-11 2 - 0
2,challenger,men:api:567,567,E. Nava,men,ambiguous,7,2,2026-06-09,Bratislava,challenger,clay,Bratislava - 1/16-finals,winner,men:api:2003,P. Boscardin Dias,no,1 - 2,12134390,2026-06-09.json,manual_review,2,men:sackmann:207182 | Emilio Nava | score=0.975 | manual_review ; men:sackmann:124013 | Eduardo Nava | score=0.975 | candidate,E. Nava P. Boscardin Dias Bratislava 2026-06-09 1 - 2
2,challenger,men:api:567,567,E. Nava,men,ambiguous,7,3,2026-06-07,Heilbronn,challenger,clay,Heilbronn - Final,winner,men:api:938,L. Mikrut,no,-,12134309,2026-06-07.json,manual_review,2,men:sackmann:207182 | Emilio Nava | score=0.975 | manual_review ; men:sackmann:124013 | Eduardo Nava | score=0.975 | candidate,E. Nava L. Mikrut Heilbronn 2026-06-07 -
2,challenger,men:api:662,662,B. Kuzuhara,men,ambiguous,3,1,2026-06-10,"M25 Wichita, KS",itf,hard,"M25 Wichita, KS - 1/16-finals",loser,men:api:73248,W. Manning,no,2 - 1,12135572,2026-06-10.json,manual_review,2,men:sackmann:210044 | Bruno Kuzuhara | score=0.975 | manual_review ; men:sackmann:210029 | Bruno Kuzuhara | score=0.975 | candidate,"B. Kuzuhara W. Manning M25 Wichita, KS 2026-06-10 2 - 1"
2,challenger,men:api:662,662,B. Kuzuhara,men,ambiguous,3,2,2026-06-01,Tyler,challenger,hard,Tyler - Final,loser,men:api:6696,A. Fenty,no,0 - 2,12132606,2026-06-01.json,manual_review,2,men:sackmann:210044 | Bruno Kuzuhara | score=0.975 | manual_review ; men:sackmann:210029 | Bruno Kuzuhara | score=0.975 | candidate,B. Kuzuhara A. Fenty Tyler 2026-06-01 0 - 2
2,challenger,men:api:662,662,B. Kuzuhara,men,ambiguous,3,3,2026-05-31,Tyler,challenger,hard,Tyler - Semi-finals,winner,men:api:411,D. Masur,no,0 - 2,12132428,2026-05-31.json,manual_review,2,men:sackmann:210044 | Bruno Kuzuhara | score=0.975 | manual_review ; men:sackmann:210029 | Bruno Kuzuhara | score=0.975 | candidate,B. Kuzuhara D. Masur Tyler 2026-05-31 0 - 2
2,challenger,men:api:66839,66839,Dar. Blanch,men,ambiguous,1,1,2026-06-10,Ilkley,challenger,grass,Ilkley - 1/16-finals,winner,men:api:421,C. O'Connell,yes,2 - 1,12134460,2026-06-10.json,manual_review,2,men:sackmann:209898 | Dali Blanch | score=0.975 | manual_review ; men:sackmann:210464 | Darwin Blanch | score=0.975 | candidate,Dar. Blanch C. O'Connell Ilkley 2026-06-10 2 - 1
2,challenger,men:api:704,704,V. Uzhylovskyi,men,unmapped,1,1,2026-06-14,Royan,challenger,clay,Royan - Semi-finals,loser,men:api:1857,T. J. Fancutt,no,0 - 2,12136597,2026-06-14.json,no_candidate,1,,V. Uzhylovskyi T. J. Fancutt Royan 2026-06-14 0 - 2
2,challenger,men:api:796,796,Y. Bu,men,unmapped,10,1,2026-06-14,Ilkley,challenger,grass,Ilkley - Final,winner,men:api:12951,J. Fearnley,no,0 - 2,12136580,2026-06-14.json,no_candidate,1,,Y. Bu J. Fearnley Ilkley 2026-06-14 0 - 2
2,challenger,men:api:796,796,Y. Bu,men,unmapped,10,2,2026-06-13,Ilkley,qualifying,grass,Ilkley - Quarter-finals,winner,men:api:731,M. Lajal,no,0 - 2,12136292,2026-06-13.json,no_candidate,1,,Y. Bu M. Lajal Ilkley 2026-06-13 0 - 2
2,challenger,men:api:796,796,Y. Bu,men,unmapped,10,3,2026-06-13,Ilkley,challenger,grass,Ilkley - Semi-finals,winner,men:api:1308,D. Sweeny,no,0 - 2,12136456,2026-06-13.json,no_candidate,1,,Y. Bu D. Sweeny Ilkley 2026-06-13 0 - 2
2,challenger,men:api:79642,79642,F. Zakaria,men,unmapped,2,1,2026-06-14,Poznan,challenger,clay,Poznan - Semi-finals,loser,men:api:2220,L. Castelnuovo,no,2 - 0,12136585,2026-06-14.json,no_candidate,1,,F. Zakaria L. Castelnuovo Poznan 2026-06-14 2 - 0
2,challenger,men:api:79642,79642,F. Zakaria,men,unmapped,2,2,2026-06-07,Bratislava,challenger,clay,Bratislava - Semi-finals,loser,men:api:668,M. Erhard,no,0 - 2,12134340,2026-06-07.json,no_candidate,1,,F. Zakaria M. Erhard Bratislava 2026-06-07 0 - 2
2,challenger,men:api:82135,82135,B. O'Connell,men,ambiguous,4,1,2026-06-12,"M15 Los Angeles, CA",qualifying,hard,"M15 Los Angeles, CA - Quarter-finals",loser,men:api:32064,A. Johnson,no,2 - 0,12136211,2026-06-12.json,manual_review,2,men:sackmann:213206 | Benjamin O'Connell | score=0.975 | manual_review ; men:sackmann:206736 | Benjamin O'Connell | score=0.975 | candidate,"B. O'Connell A. Johnson M15 Los Angeles, CA 2026-06-12 2 - 0"
2,challenger,men:api:82135,82135,B. O'Connell,men,ambiguous,4,2,2026-06-11,"M15 Los Angeles, CA",itf,hard,"M15 Los Angeles, CA - 1/8-finals",winner,men:api:38847,M. Kriznik,no,2 - 0,12135989,2026-06-11.json,manual_review,2,men:sackmann:213206 | Benjamin O'Connell | score=0.975 | manual_review ; men:sackmann:206736 | Benjamin O'Connell | score=0.975 | candidate,"B. O'Connell M. Kriznik M15 Los Angeles, CA 2026-06-11 2 - 0"
2,challenger,men:api:82135,82135,B. O'Connell,men,ambiguous,4,3,2026-06-10,"M15 Los Angeles, CA",itf,hard,"M15 Los Angeles, CA - 1/16-finals",winner,men:api:52566,W. Kleege,no,0 - 2,12135092,2026-06-10.json,manual_review,2,men:sackmann:213206 | Benjamin O'Connell | score=0.975 | manual_review ; men:sackmann:206736 | Benjamin O'Connell | score=0.975 | candidate,"B. O'Connell W. Kleege M15 Los Angeles, CA 2026-06-10 0 - 2"
2,challenger,men:api:84405,84405,E. Betti,men,unmapped,1,1,2026-05-31,Perugia,challenger,clay,Perugia - Semi-finals,loser,men:api:586,J. Sels,no,0 - 2,12132283,2026-05-31.json,no_candidate,1,,E. Betti J. Sels Perugia 2026-05-31 0 - 2
2,challenger,men:api:8649,8649,P. O. Fellin,men,ambiguous,6,1,2026-06-12,M15 Nyiregyhaza,qualifying,clay,M15 Nyiregyhaza - Quarter-finals,loser,men:api:13823,A. Boros,no,2 - 1,12136089,2026-06-12.json,manual_review,2,men:sackmann:209165 | Pietro Orlando Fellin | score=0.975 | manual_review ; men:sackmann:209264 | Pietro Fellin | score=0.975 | candidate,P. O. Fellin A. Boros M15 Nyiregyhaza 2026-06-12 2 - 1
2,challenger,men:api:8649,8649,P. O. Fellin,men,ambiguous,6,2,2026-06-11,M15 Nyiregyhaza,itf,clay,M15 Nyiregyhaza - 1/8-finals,winner,men:api:62392,L. Talan Lopatic,no,0 - 2,12135860,2026-06-11.json,manual_review,2,men:sackmann:209165 | Pietro Orlando Fellin | score=0.975 | manual_review ; men:sackmann:209264 | Pietro Fellin | score=0.975 | candidate,P. O. Fellin L. Talan Lopatic M15 Nyiregyhaza 2026-06-11 0 - 2
2,challenger,men:api:8649,8649,P. O. Fellin,men,ambiguous,6,3,2026-06-09,M15 Nyiregyhaza,itf,clay,M15 Nyiregyhaza - 1/16-finals,winner,men:api:6983,K. Sultanov,no,1 - 2,12134785,2026-06-09.json,manual_review,2,men:sackmann:209165 | Pietro Orlando Fellin | score=0.975 | manual_review ; men:sackmann:209264 | Pietro Fellin | score=0.975 | candidate,P. O. Fellin K. Sultanov M15 Nyiregyhaza 2026-06-09 1 - 2
2,challenger,men:api:9221,9221,J. A. Rodriguez,men,ambiguous,7,1,2026-06-14,San Miguel de Tucuman,challenger,clay,San Miguel de Tucuman - Final,loser,men:api:14270,L. E. Ambrogi,no,2 - 0,12136606,2026-06-14.json,manual_review,4,men:sackmann:208909 | Johan Alexander Rodriguez Rodriguez | score=0.975 | manual_review ; men:sackmann:213968 | Juan Jose Neira Rodriguez | score=0.975 | candidate ; men:sackmann:212560 | Jorge Andres Rodriguez | score=0.975 | candidate ; men:sackmann:211642 | Damian Rodriguez | score=0.706207 | candidate,J. A. Rodriguez L. E. Ambrogi San Miguel de Tucuman 2026-06-14 2 - 0
2,challenger,men:api:9221,9221,J. A. Rodriguez,men,ambiguous,7,2,2026-06-13,San Miguel de Tucuman,challenger,clay,San Miguel de Tucuman - Semi-finals,winner,men:api:1756,N. Kicker,no,2 - 0,12136340,2026-06-13.json,manual_review,4,men:sackmann:208909 | Johan Alexander Rodriguez Rodriguez | score=0.975 | manual_review ; men:sackmann:213968 | Juan Jose Neira Rodriguez | score=0.975 | candidate ; men:sackmann:212560 | Jorge Andres Rodriguez | score=0.975 | candidate ; men:sackmann:211642 | Damian Rodriguez | score=0.706207 | candidate,J. A. Rodriguez N. Kicker San Miguel de Tucuman 2026-06-13 2 - 0
2,challenger,men:api:9221,9221,J. A. Rodriguez,men,ambiguous,7,3,2026-06-12,San Miguel de Tucuman,qualifying,clay,San Miguel de Tucuman - Quarter-finals,winner,men:api:1743,M. Pucinelli de Almeida,no,0 - 2,12136183,2026-06-12.json,manual_review,4,men:sackmann:208909 | Johan Alexander Rodriguez Rodriguez | score=0.975 | manual_review ; men:sackmann:213968 | Juan Jose Neira Rodriguez | score=0.975 | candidate ; men:sackmann:212560 | Jorge Andres Rodriguez | score=0.975 | candidate ; men:sackmann:211642 | Damian Rodriguez | score=0.706207 | candidate,J. A. Rodriguez M. Pucinelli de Almeida San Miguel de Tucuman 2026-06-12 0 - 2
2,challenger,women:api:10924,10924,E. Jones,women,ambiguous,2,1,2026-06-10,Ilkley,challenger,grass,Ilkley - 1/16-finals,loser,women:api:507,D. Galfi,no,1 - 2,12134473,2026-06-10.json,manual_review,2,women:sackmann:263644 | Emerson Jones | score=0.975 | manual_review ; women:sackmann:200992 | Elizabeth Jones | score=0.975 | candidate,E. Jones D. Galfi Ilkley 2026-06-10 1 - 2
2,challenger,women:api:10924,10924,E. Jones,women,ambiguous,2,2,2026-06-02,Birmingham,challenger,grass,Birmingham - 1/16-finals,loser,women:api:63495,M. Stojsavljevic,no,2 - 1,12132526,2026-06-02.json,manual_review,2,women:sackmann:263644 | Emerson Jones | score=0.975 | manual_review ; women:sackmann:200992 | Elizabeth Jones | score=0.975 | candidate,E. Jones M. Stojsavljevic Birmingham 2026-06-02 2 - 1
2,challenger,women:api:55157,55157,B. Black,women,ambiguous,1,1,2026-06-07,Ilkley,challenger,grass,Ilkley - Semi-finals,loser,women:api:1149,T. Martincova,no,0 - 2,12134381,2026-06-07.json,manual_review,3,women:sackmann:266682 | Brooke Black | score=0.975 | manual_review ; women:sackmann:265657 | Brooke Black | score=0.975 | candidate ; women:sackmann:259607 | Brooke Black | score=0.975 | candidate,B. Black T. Martincova Ilkley 2026-06-07 0 - 2
3,many_matches,men:api:10296,10296,D. J. Kim,men,ambiguous,8,1,2026-06-12,M15 Maanshan 5,qualifying,hard,M15 Maanshan 5 - Quarter-finals,loser,men:api:1258,M. Dellavedova,no,0 - 2,12136130,2026-06-12.json,manual_review,5,men:sackmann:207456 | Dong Ju Kim | score=0.975 | manual_review ; men:sackmann:212974 | Dongmin Kim | score=0.975 | candidate ; men:sackmann:212613 | Diego Quispe Kim | score=0.975 | candidate ; men:sackmann:214605 | Dongjae Kim | score=0.975 | candidate ; men:sackmann:211556 | Dae Han Kim | score=0.975 | candidate,D. J. Kim M. Dellavedova M15 Maanshan 5 2026-06-12 0 - 2
3,many_matches,men:api:10296,10296,D. J. Kim,men,ambiguous,8,2,2026-06-11,M15 Maanshan 5,itf,hard,M15 Maanshan 5 - 1/8-finals,winner,men:api:38093,S. Tang,no,2 - 0,12135594,2026-06-11.json,manual_review,5,men:sackmann:207456 | Dong Ju Kim | score=0.975 | manual_review ; men:sackmann:212974 | Dongmin Kim | score=0.975 | candidate ; men:sackmann:212613 | Diego Quispe Kim | score=0.975 | candidate ; men:sackmann:214605 | Dongjae Kim | score=0.975 | candidate ; men:sackmann:211556 | Dae Han Kim | score=0.975 | candidate,D. J. Kim S. Tang M15 Maanshan 5 2026-06-11 2 - 0
3,many_matches,men:api:10296,10296,D. J. Kim,men,ambiguous,8,3,2026-06-09,M15 Maanshan 5,itf,hard,M15 Maanshan 5 - 1/16-finals,winner,men:api:792,T. Huang,no,0 - 2,12134600,2026-06-09.json,manual_review,5,men:sackmann:207456 | Dong Ju Kim | score=0.975 | manual_review ; men:sackmann:212974 | Dongmin Kim | score=0.975 | candidate ; men:sackmann:212613 | Diego Quispe Kim | score=0.975 | candidate ; men:sackmann:214605 | Dongjae Kim | score=0.975 | candidate ; men:sackmann:211556 | Dae Han Kim | score=0.975 | candidate,D. J. Kim T. Huang M15 Maanshan 5 2026-06-09 0 - 2
3,many_matches,men:api:1270,1270,H. Liu,men,ambiguous,8,1,2026-06-12,M15 Maanshan 5,qualifying,hard,M15 Maanshan 5 - Quarter-finals,loser,men:api:9226,K. Isomura,no,1 - 1,12136132,2026-06-12.json,manual_review,2,men:sackmann:207343 | Hanyi Liu | score=0.975 | manual_review ; men:sackmann:214559 | Hanlin Liu | score=0.975 | candidate,H. Liu K. Isomura M15 Maanshan 5 2026-06-12 1 - 1
3,many_matches,men:api:1270,1270,H. Liu,men,ambiguous,8,2,2026-06-11,M15 Maanshan 5,itf,hard,M15 Maanshan 5 - 1/8-finals,winner,men:api:49391,A. Alekseychuk,no,0 - 2,12135588,2026-06-11.json,manual_review,2,men:sackmann:207343 | Hanyi Liu | score=0.975 | manual_review ; men:sackmann:214559 | Hanlin Liu | score=0.975 | candidate,H. Liu A. Alekseychuk M15 Maanshan 5 2026-06-11 0 - 2
3,many_matches,men:api:1270,1270,H. Liu,men,ambiguous,8,3,2026-06-09,M15 Maanshan 5,itf,hard,M15 Maanshan 5 - 1/16-finals,winner,men:api:37866,C. Ferguson,no,0 - 2,12134599,2026-06-09.json,manual_review,2,men:sackmann:207343 | Hanyi Liu | score=0.975 | manual_review ; men:sackmann:214559 | Hanlin Liu | score=0.975 | candidate,H. Liu C. Ferguson M15 Maanshan 5 2026-06-09 0 - 2
3,many_matches,men:api:14315,14315,T. Duran,men,ambiguous,5,1,2026-06-05,Centurion 2 (South Africa) - Qualification,qualifying,hard,Centurion 2 - Quarter-finals,loser,men:api:9159,A. Donski,no,2 - 1,12133903,2026-06-05.json,manual_review,2,men:sackmann:210513 | Tuncay Duran | score=0.975 | manual_review ; men:sackmann:214544 | Tugra Duran | score=0.975 | candidate,T. Duran A. Donski Centurion 2 (South Africa) - Qualification 2026-06-05 2 - 1
3,many_matches,men:api:14315,14315,T. Duran,men,ambiguous,5,2,2026-06-04,Centurion 2 (South Africa) - Qualification,qualifying,hard,Centurion 2 - 1/8-finals,winner,men:api:642,A. Beckley,no,0 - 2,12133342,2026-06-04.json,manual_review,2,men:sackmann:210513 | Tuncay Duran | score=0.975 | manual_review ; men:sackmann:214544 | Tugra Duran | score=0.975 | candidate,T. Duran A. Beckley Centurion 2 (South Africa) - Qualification 2026-06-04 0 - 2
3,many_matches,men:api:14315,14315,T. Duran,men,ambiguous,5,3,2026-06-02,Centurion 2 (South Africa) - Qualification,qualifying,hard,Centurion 2 - 1/16-finals,winner,men:api:3915,S. Napolitano,no,1 - 1,12132714,2026-06-02.json,manual_review,2,men:sackmann:210513 | Tuncay Duran | score=0.975 | manual_review ; men:sackmann:214544 | Tugra Duran | score=0.975 | candidate,T. Duran S. Napolitano Centurion 2 (South Africa) - Qualification 2026-06-02 1 - 1
3,many_matches,men:api:14638,14638,N. Mashtakov,men,unmapped,5,1,2026-06-12,M15 Kursumlijska Banja 4,qualifying,clay,M15 Kursumlijska Banja 4 - Quarter-finals,loser,men:api:382,S. Cuenin,no,2 - 0,12136082,2026-06-12.json,no_candidate,1,,N. Mashtakov S. Cuenin M15 Kursumlijska Banja 4 2026-06-12 2 - 0
3,many_matches,men:api:14638,14638,N. Mashtakov,men,unmapped,5,2,2026-06-11,M15 Kursumlijska Banja 4,itf,clay,M15 Kursumlijska Banja 4 - 1/8-finals,winner,men:api:55114,V. Manukyan,no,0 - 2,12135888,2026-06-11.json,no_candidate,1,,N. Mashtakov V. Manukyan M15 Kursumlijska Banja 4 2026-06-11 0 - 2
3,many_matches,men:api:14638,14638,N. Mashtakov,men,unmapped,5,3,2026-06-10,M15 Kursumlijska Banja 4,itf,clay,M15 Kursumlijska Banja 4 - 1/16-finals,winner,men:api:102878,S. Chestovaliev,no,0 - 2,12135289,2026-06-10.json,no_candidate,1,,N. Mashtakov S. Chestovaliev M15 Kursumlijska Banja 4 2026-06-10 0 - 2
3,many_matches,men:api:22255,22255,D. Azoidis,men,unmapped,6,1,2026-06-07,M15 Kayseri 3,itf,hard,M15 Kayseri 3 - Final,winner,men:api:11692,M. N. Turker,no,2 - 1,12134314,2026-06-07.json,no_candidate,1,,D. Azoidis M. N. Turker M15 Kayseri 3 2026-06-07 2 - 1
3,many_matches,men:api:22255,22255,D. Azoidis,men,unmapped,6,2,2026-06-06,M15 Kayseri 3,itf,hard,M15 Kayseri 3 - Semi-finals,winner,men:api:4727,I. Marrero Curbelo,no,0 - 2,12134114,2026-06-06.json,no_candidate,1,,D. Azoidis I. Marrero Curbelo M15 Kayseri 3 2026-06-06 0 - 2
3,many_matches,men:api:22255,22255,D. Azoidis,men,unmapped,6,3,2026-06-05,M15 Kayseri 3,qualifying,hard,M15 Kayseri 3 - Quarter-finals,winner,men:api:54464,A. Ganesan,no,0 - 2,12133921,2026-06-05.json,no_candidate,1,,D. Azoidis A. Ganesan M15 Kayseri 3 2026-06-05 0 - 2
3,many_matches,men:api:2851,2851,S. Johnson,men,ambiguous,8,1,2026-06-13,"M15 Los Angeles, CA",itf,hard,"M15 Los Angeles, CA - Semi-finals",loser,men:api:32064,A. Johnson,no,2 - 1,12136442,2026-06-13.json,manual_review,3,men:sackmann:105449 | Steve Johnson | score=0.975 | manual_review ; men:sackmann:212958 | Spencer Johnson | score=0.975 | candidate ; men:sackmann:123854 | Luke Johnson | score=0.708571 | candidate,"S. Johnson A. Johnson M15 Los Angeles, CA 2026-06-13 2 - 1"
3,many_matches,men:api:2851,2851,S. Johnson,men,ambiguous,8,2,2026-06-12,"M15 Los Angeles, CA",qualifying,hard,"M15 Los Angeles, CA - Quarter-finals",winner,men:api:63159,N. Trouve,no,2 - 0,12136212,2026-06-12.json,manual_review,3,men:sackmann:105449 | Steve Johnson | score=0.975 | manual_review ; men:sackmann:212958 | Spencer Johnson | score=0.975 | candidate ; men:sackmann:123854 | Luke Johnson | score=0.708571 | candidate,"S. Johnson N. Trouve M15 Los Angeles, CA 2026-06-12 2 - 0"
3,many_matches,men:api:2851,2851,S. Johnson,men,ambiguous,8,3,2026-06-11,"M15 Los Angeles, CA",itf,hard,"M15 Los Angeles, CA - 1/8-finals",winner,men:api:53791,N. Zamora,no,0 - 2,12135990,2026-06-11.json,manual_review,3,men:sackmann:105449 | Steve Johnson | score=0.975 | manual_review ; men:sackmann:212958 | Spencer Johnson | score=0.975 | candidate ; men:sackmann:123854 | Luke Johnson | score=0.708571 | candidate,"S. Johnson N. Zamora M15 Los Angeles, CA 2026-06-11 0 - 2"
3,many_matches,men:api:53004,53004,Oh Chan-Yeong,men,unmapped,7,1,2026-06-13,M15 Maanshan 5,itf,hard,M15 Maanshan 5 - Semi-finals,loser,men:api:1258,M. Dellavedova,no,2 - 0,12136239,2026-06-13.json,no_candidate,1,,Oh Chan-Yeong M. Dellavedova M15 Maanshan 5 2026-06-13 2 - 0
3,many_matches,men:api:53004,53004,Oh Chan-Yeong,men,unmapped,7,2,2026-06-12,M15 Maanshan 5,qualifying,hard,M15 Maanshan 5 - Quarter-finals,winner,men:api:9952,U. Park,no,0 - 1,12136131,2026-06-12.json,no_candidate,1,,Oh Chan-Yeong U. Park M15 Maanshan 5 2026-06-12 0 - 1
3,many_matches,men:api:53004,53004,Oh Chan-Yeong,men,unmapped,7,3,2026-06-11,M15 Maanshan 5,itf,hard,M15 Maanshan 5 - 1/8-finals,winner,men:api:7912,M. Bouzige,no,2 - 0,12135595,2026-06-11.json,no_candidate,1,,Oh Chan-Yeong M. Bouzige M15 Maanshan 5 2026-06-11 2 - 0
3,many_matches,men:api:57378,57378,Y. C. Chen,men,ambiguous,7,1,2026-06-04,M15 Luan 3,itf,hard,M15 Luan 3 - 1/8-finals,loser,men:api:1258,M. Dellavedova,no,1 - 0,12133450,2026-06-04.json,manual_review,3,men:sackmann:212460 | Yan Cheng Chen | score=0.975 | manual_review ; men:sackmann:214029 | Ye Chen | score=0.975 | candidate ; men:sackmann:206686 | Ying Ze Chen | score=0.975 | candidate,Y. C. Chen M. Dellavedova M15 Luan 3 2026-06-04 1 - 0
