api_player_key,api_name,gender,mapping_status,priority,impact_total_matches,impact_atp_wta,impact_grand_slam,impact_challenger,impact_itf,impact_qualifying,rank,sackmann_player_key,sackmann_name,sackmann_matches,score,margin,method,suggested_action,suggested_override_json
men:api:680,M. Jones,men,ambiguous,low,,,,,,,1,men:sackmann:210382,Maximus Jones,177,0.975,0.0,exact_initial_form,manual_review,
men:api:680,M. Jones,men,ambiguous,low,,,,,,,2,men:sackmann:207404,Miles Jones,112,0.975,,exact_initial_form,candidate,
men:api:680,M. Jones,men,ambiguous,low,,,,,,,3,men:sackmann:207756,Adam Jones,24,0.752941,,same_last,candidate,
men:api:680,M. Jones,men,ambiguous,low,,,,,,,4,men:sackmann:202346,Ben Jones,148,0.7,,same_last,candidate,
men:api:68041,F. A. Vazquez,men,ambiguous,low,,,,,,,1,men:sackmann:212869,Franco Ariel Vazquez,7,0.975,0.0,multi_initial_surname,manual_review,
men:api:68041,F. A. Vazquez,men,ambiguous,low,,,,,,,2,men:sackmann:213746,Felipe Vazquez,3,0.975,,exact_initial_form,candidate,
men:api:68047,P. A. De Almeida Santos,men,ambiguous,low,,,,,,,1,men:sackmann:208063,Paulo Andre Saraiva Dos Santos,177,0.975,0.0,multi_initial_surname,manual_review,
men:api:68047,P. A. De Almeida Santos,men,ambiguous,low,,,,,,,2,men:sackmann:212876,Pedro Andre De Almeida Santos,10,0.975,,multi_initial_surname,candidate,
men:api:68750,J. Kennedy,men,ambiguous,low,,,,,,,1,men:sackmann:213605,Jack Kennedy,59,0.975,0.0,exact_initial_form,manual_review,
men:api:68750,J. Kennedy,men,ambiguous,low,,,,,,,2,men:sackmann:213194,Jack Kennedy,1,0.975,,exact_initial_form,candidate,
men:api:69090,J. D. Silva,men,ambiguous,low,,,,,,,1,men:sackmann:206307,Joao Lucas Reis Da Silva,222,0.975,0.0,exact_initial_form,manual_review,
men:api:69090,J. D. Silva,men,ambiguous,low,,,,,,,2,men:sackmann:212947,Joao Dinis Silva,18,0.975,,multi_initial_surname,candidate,
men:api:69090,J. D. Silva,men,ambiguous,low,,,,,,,3,men:sackmann:133197,Joao Silva,6,0.975,,exact_initial_form,candidate,
men:api:70265,F. F. Garbero,men,ambiguous,low,,,,,,,1,men:sackmann:213023,Filippo Francesco Garbero,12,0.975,0.0,multi_initial_surname,manual_review,
men:api:70265,F. F. Garbero,men,ambiguous,low,,,,,,,2,men:sackmann:213191,Federico Garbero,7,0.975,,exact_initial_form,candidate,
men:api:704,V. Uzhylovskyi,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:7078,Ja. Delaney,men,ambiguous,low,,,,,,,1,men:sackmann:117359,Jake Delaney,247,0.975,0.0,exact_initial_form,manual_review,
men:api:7078,Ja. Delaney,men,ambiguous,low,,,,,,,2,men:sackmann:202334,Jesse Delaney,135,0.975,,exact_initial_form,candidate,
men:api:71651,M. Frohlich,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:74446,D. Shirokyi,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:757,B. Atlangeriev,men,ambiguous,low,,,,,,,1,men:sackmann:210065,Bekhan Atlangeriev,74,0.975,0.0,exact_initial_form,manual_review,
men:api:757,B. Atlangeriev,men,ambiguous,low,,,,,,,2,men:sackmann:208003,Bekkhan Atlangeriev,9,0.975,,exact_initial_form,candidate,
men:api:76298,B. Seleznev,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:78983,T. Behrmann,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:796,Y. Bu,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:79642,F. Zakaria,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:82135,B. O'Connell,men,ambiguous,low,,,,,,,1,men:sackmann:213206,Benjamin O'Connell,38,0.975,0.0,exact_initial_form,manual_review,
men:api:82135,B. O'Connell,men,ambiguous,low,,,,,,,2,men:sackmann:206736,Benjamin O'Connell,1,0.975,,exact_initial_form,candidate,
men:api:82785,N. Robert,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:83228,A. Aiukhanov,men,ambiguous,low,,,,,,,1,men:sackmann:213849,Artur Aiukhanov,3,0.975,0.0,exact_initial_form,manual_review,
men:api:83228,A. Aiukhanov,men,ambiguous,low,,,,,,,2,men:sackmann:214590,Alan Aiukhanov,3,0.975,,exact_initial_form,candidate,
men:api:83534,Cho Seung Woo,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:83545,J. Vrba,men,ambiguous,low,,,,,,,1,men:sackmann:213551,Jakub Vrba,5,0.975,0.0,exact_initial_form,manual_review,
men:api:83545,J. Vrba,men,ambiguous,low,,,,,,,2,men:sackmann:149107,Jakub Vrba,1,0.975,,exact_initial_form,candidate,
men:api:83915,P. Pradat,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:83917,B. Geldof,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:840,S. Popovic,men,ambiguous,low,,,,,,,1,men:sackmann:209251,Stefan Popovic,233,0.975,0.0,exact_initial_form,manual_review,
men:api:840,S. Popovic,men,ambiguous,low,,,,,,,2,men:sackmann:209877,Stevan Popovic,16,0.975,,exact_initial_form,candidate,
men:api:84405,E. Betti,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:8579,M. Cho,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:8649,P. O. Fellin,men,ambiguous,low,,,,,,,1,men:sackmann:209165,Pietro Orlando Fellin,88,0.975,0.0,multi_initial_surname,manual_review,
men:api:8649,P. O. Fellin,men,ambiguous,low,,,,,,,2,men:sackmann:209264,Pietro Fellin,36,0.975,,exact_initial_form,candidate,
men:api:8655,N. Makhlouf,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:89204,A. Rusher,men,ambiguous,low,,,,,,,1,men:sackmann:212049,Azariah Rusher,4,0.975,0.0,exact_initial_form,manual_review,
men:api:89204,A. Rusher,men,ambiguous,low,,,,,,,2,men:sackmann:213837,Agassi Rusher,2,0.975,,exact_initial_form,candidate,
men:api:90024,F. L. Storck,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:90116,A. Aiukhanov,men,ambiguous,low,,,,,,,1,men:sackmann:213849,Artur Aiukhanov,3,0.975,0.0,exact_initial_form,manual_review,
men:api:90116,A. Aiukhanov,men,ambiguous,low,,,,,,,2,men:sackmann:214590,Alan Aiukhanov,3,0.975,,exact_initial_form,candidate,
men:api:90131,K. Kang,men,ambiguous,low,,,,,,,1,men:sackmann:210320,Kyle Kang,93,0.975,0.0,exact_initial_form,manual_review,
men:api:90131,K. Kang,men,ambiguous,low,,,,,,,2,men:sackmann:111580,Ku Keon Kang,8,0.975,,exact_initial_form,candidate,
men:api:90131,K. Kang,men,ambiguous,low,,,,,,,3,men:sackmann:214011,Kaigaoge Kang,6,0.975,,exact_initial_form,candidate,
men:api:902,J. Mensik,men,ambiguous,low,,,,,,,1,men:sackmann:210150,Jakub Mensik,212,0.975,0.0,exact_initial_form,manual_review,
men:api:902,J. Mensik,men,ambiguous,low,,,,,,,2,men:sackmann:210084,Jakub Mensik,11,0.975,,exact_initial_form,candidate,
men:api:91821,V. Cunha,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:9193,J. K. Trotter,men,ambiguous,low,,,,,,,1,men:sackmann:208389,James Trotter,160,0.975,0.0,exact_initial_form,manual_review,
men:api:9193,J. K. Trotter,men,ambiguous,low,,,,,,,2,men:sackmann:208801,James Kent Trotter,10,0.975,,multi_initial_surname,candidate,
men:api:9221,J. A. Rodriguez,men,ambiguous,low,,,,,,,1,men:sackmann:208909,Johan Alexander Rodriguez Rodriguez,104,0.975,0.0,multi_initial_surname,manual_review,
men:api:9221,J. A. Rodriguez,men,ambiguous,low,,,,,,,2,men:sackmann:213968,Juan Jose Neira Rodriguez,2,0.975,,exact_initial_form,candidate,
men:api:9221,J. A. Rodriguez,men,ambiguous,low,,,,,,,3,men:sackmann:212560,Jorge Andres Rodriguez,1,0.975,,multi_initial_surname,candidate,
men:api:9221,J. A. Rodriguez,men,ambiguous,low,,,,,,,4,men:sackmann:211642,Damian Rodriguez,4,0.706207,,same_last,candidate,
men:api:9229,V. C. Loureiro J.,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:92862,D. N. Stoot,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:92968,I. B. Petre S.,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:93298,F. J. Rivadeneira Gallegos,men,unmapped,low,,,,,,,,,,,,,,no_candidate,
men:api:93728,W. B. Lee,men,ambiguous,low,,,,,,,1,men:sackmann:214333,Woong Bi Lee,6,0.975,0.0,multi_initial_surname,manual_review,
men:api:93728,W. B. Lee,men,ambiguous,low,,,,,,,2,men:sackmann:214233,Woong Chan Lee,2,0.975,,exact_initial_form,candidate,
men:api:95164,O. Majdandzic,men,unmapped,low,,,,,,,1,men:sackmann:212269,Marc Majdandzic,87,0.746667,0.746667,same_last,weak_candidate,
men:api:95212,K. Watanabe,men,unmapped,low,,,,,,,1,men:sackmann:208874,Seita Watanabe,59,0.7,0.7,same_last,weak_candidate,
men:api:95473,T. Rosenkranz-Konig,men,unmapped,low,,,,,,,1,men:sackmann:214398,Timo Rosenkranz Koenig,4,0.768,0.768,same_initial,weak_candidate,
women:api:1023,Y. Y. Yang,women,ambiguous,low,,,,,,,1,women:sackmann:215820,Yidi Yang,215,0.975,0.0,exact_initial_form,manual_review,
women:api:1023,Y. Y. Yang,women,ambiguous,low,,,,,,,2,women:sackmann:222390,Ya Yi Yang,147,0.975,,multi_initial_surname,candidate,
women:api:1023,Y. Y. Yang,women,ambiguous,low,,,,,,,3,women:sackmann:269728,Yejin Yang,2,0.975,,exact_initial_form,candidate,
women:api:102570,G. Mais,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:102790,S. S. Challarapu R. V.,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:102993,E. Dotsenko,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:102994,M. V. Pop,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:1030,V. Bokova,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:103004,E. Gomes,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:103747,H. Shabanpour,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:103748,V. Granichka,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:103751,J. A. Abendroth,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:103769,N. Kha,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:103774,S. Holod,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:103787,M. Steinkamp,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:10893,Mushika Mio,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:10895,L. Taylor,women,ambiguous,low,,,,,,,1,women:sackmann:259576,Lily Taylor,24,0.975,0.0,exact_initial_form,manual_review,
women:api:10895,L. Taylor,women,ambiguous,low,,,,,,,2,women:sackmann:266485,Lily Taylor,1,0.975,,exact_initial_form,candidate,
women:api:10895,L. Taylor,women,ambiguous,low,,,,,,,3,women:sackmann:270037,Alicia Taylor,3,0.708571,,same_last,candidate,
women:api:10924,E. Jones,women,ambiguous,low,,,,,,,1,women:sackmann:263644,Emerson Jones,131,0.975,0.0,exact_initial_form,manual_review,
women:api:10924,E. Jones,women,ambiguous,low,,,,,,,2,women:sackmann:200992,Elizabeth Jones,1,0.975,,exact_initial_form,candidate,
women:api:1122,A. Tikhonova,women,ambiguous,low,,,,,,,1,women:sackmann:221073,Anastasia Tikhonova,199,0.975,0.0,exact_initial_form,manual_review,
women:api:1122,A. Tikhonova,women,ambiguous,low,,,,,,,2,women:sackmann:270431,Alina Tikhonova,14,0.975,,exact_initial_form,candidate,
women:api:11487,M. E. Reasco Gonzalez,women,ambiguous,low,,,,,,,1,women:sackmann:211864,Maria Fernanda Herazo Gonzalez,159,0.975,0.0,exact_initial_form,manual_review,
women:api:11487,M. E. Reasco Gonzalez,women,ambiguous,low,,,,,,,2,women:sackmann:221242,Mell Elizabeth Reasco Gonzalez,84,0.975,,multi_initial_surname,candidate,
women:api:11487,M. E. Reasco Gonzalez,women,ambiguous,low,,,,,,,3,women:sackmann:258523,Mayra Arce Gonzalez,2,0.975,,exact_initial_form,candidate,
women:api:1151,G. Ruse,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:11584,N. Sato,women,ambiguous,low,,,,,,,1,women:sackmann:220997,Naho Sato,198,0.975,0.0,exact_initial_form,manual_review,
women:api:11584,N. Sato,women,ambiguous,low,,,,,,,2,women:sackmann:260782,Nanaka Sato,2,0.975,,exact_initial_form,candidate,
women:api:13071,N. Kawagishi,women,ambiguous,low,,,,,,,1,women:sackmann:221771,Nana Kawagishi,101,0.975,0.0,exact_initial_form,manual_review,
women:api:13071,N. Kawagishi,women,ambiguous,low,,,,,,,2,women:sackmann:244078,Nana Kawagishi,38,0.975,,exact_initial_form,candidate,
women:api:13411,A. Zolotareva,women,ambiguous,low,,,,,,,1,women:sackmann:221209,Anastasia Zolotareva,178,0.975,0.0,exact_initial_form,manual_review,
women:api:13411,A. Zolotareva,women,ambiguous,low,,,,,,,2,women:sackmann:214285,Alina Zolotareva,1,0.975,,exact_initial_form,candidate,
women:api:13411,A. Zolotareva,women,ambiguous,low,,,,,,,3,women:sackmann:260951,Rada Zolotareva,91,0.8,,same_last,candidate,
women:api:135,M. Bassols,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:13538,A. Chanta,women,ambiguous,low,,,,,,,1,women:sackmann:223005,Anchisa Chanta,131,0.975,0.0,exact_initial_form,manual_review,
women:api:13538,A. Chanta,women,ambiguous,low,,,,,,,2,women:sackmann:220598,Aunchisa Chanta,1,0.975,,exact_initial_form,candidate,
women:api:1358,A. Lutkemeyer,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:1362,C. Wu Ho,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:1384,Y. Yang,women,ambiguous,low,,,,,,,1,women:sackmann:215820,Yidi Yang,215,0.975,0.0,exact_initial_form,manual_review,
women:api:1384,Y. Yang,women,ambiguous,low,,,,,,,2,women:sackmann:222390,Ya Yi Yang,147,0.975,,exact_initial_form,candidate,
women:api:1384,Y. Yang,women,ambiguous,low,,,,,,,3,women:sackmann:269728,Yejin Yang,2,0.975,,exact_initial_form,candidate,
women:api:1384,Y. Yang,women,ambiguous,low,,,,,,,4,women:sackmann:216015,Ziyi Yang,5,0.736,,same_last,candidate,
women:api:1384,Y. Yang,women,ambiguous,low,,,,,,,5,women:sackmann:270340,Chuyi Yang,2,0.7,,same_last,candidate,
women:api:13865,L. Alhussein,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:13987,A. Sobolieva,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:1415,M. Herazo Gonzalez,women,ambiguous,low,,,,,,,1,women:sackmann:211864,Maria Fernanda Herazo Gonzalez,159,0.975,0.0,exact_initial_form,manual_review,
women:api:1415,M. Herazo Gonzalez,women,ambiguous,low,,,,,,,2,women:sackmann:221242,Mell Elizabeth Reasco Gonzalez,84,0.975,,exact_initial_form,candidate,
women:api:1415,M. Herazo Gonzalez,women,ambiguous,low,,,,,,,3,women:sackmann:258523,Mayra Arce Gonzalez,2,0.975,,exact_initial_form,candidate,
women:api:142,G. Maristany,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:14547,A. Korneeva,women,ambiguous,low,,,,,,,1,women:sackmann:252499,Alina Korneeva,144,0.975,0.0,exact_initial_form,manual_review,
women:api:14547,A. Korneeva,women,ambiguous,low,,,,,,,2,women:sackmann:269758,Alexandra Korneeva,2,0.975,,exact_initial_form,candidate,
women:api:15341,A. Stevens,women,ambiguous,low,,,,,,,1,women:sackmann:264278,Alice Stevens,5,0.975,0.0,exact_initial_form,manual_review,
women:api:15341,A. Stevens,women,ambiguous,low,,,,,,,2,women:sackmann:265599,Alfee Stevens,1,0.975,,exact_initial_form,candidate,
women:api:15344,J. Adams,women,ambiguous,low,,,,,,,1,women:sackmann:266450,Julia Adams,172,0.975,0.0,exact_initial_form,manual_review,
women:api:15344,J. Adams,women,ambiguous,low,,,,,,,2,women:sackmann:221863,Jasmine Adams,6,0.975,,exact_initial_form,candidate,
women:api:17,F. Dell'Edera,women,unmapped,low,,,,,,,1,women:sackmann:214974,Francesca Delledera,62,0.975,0.975,exact_initial_form,safe_override,"{""women:api:17"": ""women:sackmann:214974""}"
women:api:18071,Ma. Garcia Cid,women,ambiguous,low,,,,,,,1,women:sackmann:225850,Maria Garcia Cid,69,0.975,0.0,exact_initial_form,manual_review,
women:api:18071,Ma. Garcia Cid,women,ambiguous,low,,,,,,,2,women:sackmann:259776,Mercedes Garcia Cid,1,0.975,,exact_initial_form,candidate,
women:api:1812,Xin. Wang,women,ambiguous,low,,,,,,,1,women:sackmann:216133,Xin Yu Wang,196,0.975,0.0,exact_initial_form,manual_review,
women:api:1812,Xin. Wang,women,ambiguous,low,,,,,,,2,women:sackmann:216016,Xiyu Wang,172,0.975,,exact_initial_form,candidate,
women:api:1812,Xin. Wang,women,ambiguous,low,,,,,,,3,women:sackmann:252491,Xin Tong Wang,39,0.975,,exact_initial_form,candidate,
women:api:1812,Xin. Wang,women,ambiguous,low,,,,,,,4,women:sackmann:270213,Xiaotong Wang,3,0.975,,exact_initial_form,candidate,
women:api:1812,Xin. Wang,women,ambiguous,low,,,,,,,5,women:sackmann:264050,Xinyi Wang,3,0.975,,exact_initial_form,candidate,
women:api:2024,Mat. Mariani,women,ambiguous,low,,,,,,,1,women:sackmann:220343,Matilde Mariani,95,0.975,0.0,exact_initial_form,manual_review,
women:api:2024,Mat. Mariani,women,ambiguous,low,,,,,,,2,women:sackmann:264972,Marta Mariani,3,0.975,,exact_initial_form,candidate,
women:api:20381,K. Diatlova,women,unmapped,low,,,,,,,1,women:sackmann:241023,Daria Diatlova,8,0.7,0.7,same_last,weak_candidate,
women:api:205,S. Park,women,ambiguous,low,,,,,,,1,women:sackmann:216213,Sohyun Park,208,0.975,0.0,exact_initial_form,manual_review,
women:api:205,S. Park,women,ambiguous,low,,,,,,,2,women:sackmann:220667,Subin Park,19,0.975,,exact_initial_form,candidate,
women:api:205,S. Park,women,ambiguous,low,,,,,,,3,women:sackmann:221268,Seo Yeon Park,1,0.975,,exact_initial_form,candidate,
women:api:205,S. Park,women,ambiguous,low,,,,,,,4,women:sackmann:267421,Yeseo Park,3,0.7,,same_last,candidate,
women:api:20694,A. Brune,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:2115,G. Parentini,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:2120,J. Konishi Silva,women,ambiguous,low,,,,,,,1,women:sackmann:220578,Julia Konishi Camargo Silva,139,0.975,0.0,exact_initial_form,manual_review,
women:api:2120,J. Konishi Silva,women,ambiguous,low,,,,,,,2,women:sackmann:214771,Johanna Silva,84,0.975,,exact_initial_form,candidate,
women:api:22317,X. T. Wang,women,ambiguous,low,,,,,,,1,women:sackmann:216133,Xin Yu Wang,196,0.975,0.0,exact_initial_form,manual_review,
women:api:22317,X. T. Wang,women,ambiguous,low,,,,,,,2,women:sackmann:216016,Xiyu Wang,172,0.975,,exact_initial_form,candidate,
women:api:22317,X. T. Wang,women,ambiguous,low,,,,,,,3,women:sackmann:252491,Xin Tong Wang,39,0.975,,multi_initial_surname,candidate,
women:api:22317,X. T. Wang,women,ambiguous,low,,,,,,,4,women:sackmann:270213,Xiaotong Wang,3,0.975,,exact_initial_form,candidate,
women:api:22317,X. T. Wang,women,ambiguous,low,,,,,,,5,women:sackmann:264050,Xinyi Wang,3,0.975,,exact_initial_form,candidate,
women:api:2263,M. Wang,women,ambiguous,low,,,,,,,1,women:sackmann:216062,Meiling Wang,134,0.975,0.0,exact_initial_form,manual_review,
women:api:2263,M. Wang,women,ambiguous,low,,,,,,,2,women:sackmann:267505,Meixi Wang,1,0.975,,exact_initial_form,candidate,
women:api:2270,A. James,women,ambiguous,low,,,,,,,1,women:sackmann:263710,Alexandra James,4,0.975,0.0,exact_initial_form,manual_review,
women:api:2270,A. James,women,ambiguous,low,,,,,,,2,women:sackmann:270479,Alyssa James,1,0.975,,exact_initial_form,candidate,
women:api:23806,M. L. Oliveira,women,ambiguous,low,,,,,,,1,women:sackmann:254739,Maria Luisa Oliveira,20,0.975,0.0,multi_initial_surname,manual_review,
women:api:23806,M. L. Oliveira,women,ambiguous,low,,,,,,,2,women:sackmann:265678,Maria Ines Santos Oliveira,1,0.975,,exact_initial_form,candidate,
women:api:23806,M. L. Oliveira,women,ambiguous,low,,,,,,,3,women:sackmann:223389,Emily De Oliveira,18,0.706207,,same_last,candidate,
women:api:24284,J. Dourado Zimermman,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:2566,C. Wong Hong Yi,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:2576,A. Kucmova,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:2578,T. Wuerth,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:26931,E. Lee,women,ambiguous,low,,,,,,,1,women:sackmann:215501,Eunhye Lee,192,0.975,0.0,exact_initial_form,manual_review,
women:api:26931,E. Lee,women,ambiguous,low,,,,,,,2,women:sackmann:221269,Eunji Lee,54,0.975,,exact_initial_form,candidate,
women:api:26931,E. Lee,women,ambiguous,low,,,,,,,3,women:sackmann:222546,Eun Ji Lee,39,0.975,,exact_initial_form,candidate,
women:api:26931,E. Lee,women,ambiguous,low,,,,,,,4,women:sackmann:260127,Eun Bi Lee,6,0.975,,exact_initial_form,candidate,
women:api:26931,E. Lee,women,ambiguous,low,,,,,,,5,women:sackmann:270183,Erin Lee,1,0.975,,exact_initial_form,candidate,
women:api:29,B. Barbulescu,women,ambiguous,low,,,,,,,1,women:sackmann:266564,Bianca Elena Barbulescu,133,0.975,0.0,exact_initial_form,manual_review,
women:api:29,B. Barbulescu,women,ambiguous,low,,,,,,,2,women:sackmann:239393,Bianca Elena Barbulescu,21,0.975,,exact_initial_form,candidate,
women:api:30904,T. Hermanova,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:32283,S. H. Jang,women,ambiguous,low,,,,,,,1,women:sackmann:204294,Su Jeong Jang,148,0.975,0.0,exact_initial_form,manual_review,
women:api:32283,S. H. Jang,women,ambiguous,low,,,,,,,2,women:sackmann:260122,Soo Ha Jang,39,0.975,,multi_initial_surname,candidate,
women:api:32283,S. H. Jang,women,ambiguous,low,,,,,,,3,women:sackmann:260194,Seo Hyeon Jang,17,0.975,,multi_initial_surname,candidate,
women:api:32808,G. Jang,women,ambiguous,low,,,,,,,1,women:sackmann:260638,Gaeul Jang,83,0.975,0.0,exact_initial_form,manual_review,
women:api:32808,G. Jang,women,ambiguous,low,,,,,,,2,women:sackmann:239428,Gio Jang,45,0.975,,exact_initial_form,candidate,
women:api:33851,Cam. Markus,women,ambiguous,low,,,,,,,1,women:sackmann:236967,Carla Markus,140,0.975,0.0,exact_initial_form,manual_review,
women:api:33851,Cam. Markus,women,ambiguous,low,,,,,,,2,women:sackmann:270194,Camila Markus,12,0.975,,exact_initial_form,candidate,
women:api:37163,V. N. Sarganella,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:37270,R. Zhang,women,ambiguous,low,,,,,,,1,women:sackmann:263869,Ruien Zhang,108,0.975,0.0,exact_initial_form,manual_review,
women:api:37270,R. Zhang,women,ambiguous,low,,,,,,,2,women:sackmann:261110,Renee Zhang,6,0.975,,exact_initial_form,candidate,
women:api:37270,R. Zhang,women,ambiguous,low,,,,,,,3,women:sackmann:264153,Ruixi Zhang,5,0.975,,exact_initial_form,candidate,
women:api:37270,R. Zhang,women,ambiguous,low,,,,,,,4,women:sackmann:267513,Ruojiao Zhang,2,0.975,,exact_initial_form,candidate,
women:api:37270,R. Zhang,women,ambiguous,low,,,,,,,5,women:sackmann:222082,Jin Zhang,46,0.7,,same_last,candidate,
women:api:37889,Mushika Mao,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:38234,Kim Eunchae,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:38259,S. Ewing,women,ambiguous,low,,,,,,,1,women:sackmann:215921,Salma Ewing,63,0.975,0.0,exact_initial_form,manual_review,
women:api:38259,S. Ewing,women,ambiguous,low,,,,,,,2,women:sackmann:260299,Salma Ewing,1,0.975,,exact_initial_form,candidate,
women:api:38938,M. Mikhaylova,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:38983,A. Melnikova,women,unmapped,low,,,,,,,1,women:sackmann:203379,Marina Melnikova,83,0.746667,0.746667,same_last,weak_candidate,
women:api:39077,H. Sato,women,ambiguous,low,,,,,,,1,women:sackmann:221141,Hikaru Sato,173,0.975,0.0,exact_initial_form,manual_review,
women:api:39077,H. Sato,women,ambiguous,low,,,,,,,2,women:sackmann:216156,Himari Sato,80,0.975,,exact_initial_form,candidate,
women:api:39077,H. Sato,women,ambiguous,low,,,,,,,3,women:sackmann:220997,Naho Sato,198,0.736,,same_last,candidate,
women:api:40287,L. X. Leong S.,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:4112,Y. Kim,women,ambiguous,low,,,,,,,1,women:sackmann:264973,Yujin Kim,109,0.975,0.0,exact_initial_form,manual_review,
women:api:4112,Y. Kim,women,ambiguous,low,,,,,,,2,women:sackmann:264005,Ye Eun Kim,17,0.975,,exact_initial_form,candidate,
women:api:4112,Y. Kim,women,ambiguous,low,,,,,,,3,women:sackmann:263841,Yana Kim,10,0.975,,exact_initial_form,candidate,
women:api:4112,Y. Kim,women,ambiguous,low,,,,,,,4,women:sackmann:220669,Ye Jin Kim,8,0.975,,exact_initial_form,candidate,
women:api:4112,Y. Kim,women,ambiguous,low,,,,,,,5,women:sackmann:222497,Youna Kim,8,0.975,,exact_initial_form,candidate,
women:api:460,M. Uchijima,women,ambiguous,low,,,,,,,1,women:sackmann:220416,Moyuka Uchijima,234,0.975,0.0,exact_initial_form,manual_review,
women:api:460,M. Uchijima,women,ambiguous,low,,,,,,,2,women:sackmann:264134,Maiko Uchijima,11,0.975,,exact_initial_form,candidate,
women:api:462,L. Miyazaki,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:463,Xiy. Wang,women,ambiguous,low,,,,,,,1,women:sackmann:216133,Xin Yu Wang,196,0.975,0.0,exact_initial_form,manual_review,
women:api:463,Xiy. Wang,women,ambiguous,low,,,,,,,2,women:sackmann:216016,Xiyu Wang,172,0.975,,exact_initial_form,candidate,
women:api:463,Xiy. Wang,women,ambiguous,low,,,,,,,3,women:sackmann:252491,Xin Tong Wang,39,0.975,,exact_initial_form,candidate,
women:api:463,Xiy. Wang,women,ambiguous,low,,,,,,,4,women:sackmann:270213,Xiaotong Wang,3,0.975,,exact_initial_form,candidate,
women:api:463,Xiy. Wang,women,ambiguous,low,,,,,,,5,women:sackmann:264050,Xinyi Wang,3,0.975,,exact_initial_form,candidate,
women:api:4802,C. Werner,women,unmapped,low,,,,,,,,,,,,,,no_candidate,
women:api:50792,R. Goto,women,ambiguous,low,,,,,,,1,women:sackmann:260737,Reina Goto,60,0.975,0.0,exact_initial_form,manual_review,
women:api:50792,R. Goto,women,ambiguous,low,,,,,,,2,women:sackmann:270536,Riho Goto,1,0.975,,exact_initial_form,candidate,
