api_player_key,api_raw_player_key,api_name,gender,mapping_status,issue,reason,today_match_count,opponents_today,event_names,event_type_types,rank,sackmann_player_key,sackmann_name,sackmann_matches,score,margin,method,candidate_sources,first_seen_date,last_seen_date,example_tournament,suggested_action,suggested_override_json
women:api:39006,,Marente Sijbesma,women,missing_mapping_entry,,no_sackmann_candidate,1,M. Lo Pumo,W15 Alkmaar,Itf Women Singles,1,women:sackmann:223424,Marente Sijbesma,284,1.0,1.0,exact_normalized_raw,source_manifest:71;source_sackmann_jsonl:71;canonical_jsonl:71;raw_sackmann_csv:71,2023-01-30,20260427,W15 Monastir,safe_override,"{""women:api:39006"": ""women:sackmann:223424""}"
women:api:40229,,Mary Lewis,women,missing_mapping_entry,,no_sackmann_candidate,1,Savannah Broadus,W35 Rome,Itf Women Singles,1,women:sackmann:214872,Mary Lewis,275,1.0,1.0,exact_normalized_raw,source_manifest:69;source_sackmann_jsonl:69;raw_sackmann_csv:69;canonical_jsonl:68,2023-01-02,20260330,W35 Santo Domingo,safe_override,"{""women:api:40229"": ""women:sackmann:214872""}"
women:api:9395,,Matilde Paoletti,women,missing_mapping_entry,,no_sackmann_candidate,1,Lucija Ciric Bagaric,W35 Tarvisio,Itf Women Singles,1,women:sackmann:222396,Matilde Paoletti,200,1.0,1.0,exact_normalized_raw,source_manifest:50;source_sackmann_jsonl:50;canonical_jsonl:50;raw_sackmann_csv:50,2023-01-30,20260518,W35 Santa Margherita di Pula,safe_override,"{""women:api:9395"": ""women:sackmann:222396""}"
men:api:38006,,Michael Agwi,men,missing_mapping_entry,,no_sackmann_candidate,1,J. Soetebier,M15 Kamen,Itf Men Singles,1,men:sackmann:210686,Michael Agwi,561,1.0,1.0,exact_normalized_raw,raw_sackmann_csv:141;source_manifest:140;source_sackmann_jsonl:140;canonical_jsonl:140,2023-04-24,20260323,M15 Antalya,safe_override,"{""men:api:38006"": ""men:sackmann:210686""}"
men:api:936,,Michael Gloeckler,men,missing_mapping_entry,,no_sackmann_candidate,1,Jeff Planinsek Filip,M15 Slovenska Bistrica,Itf Men Singles,1,men:sackmann:208185,Michael Gloeckler,244,1.0,1.0,exact_normalized_raw,source_manifest:61;source_sackmann_jsonl:61;canonical_jsonl:61;raw_sackmann_csv:61,2023-03-27,20260518,M15 Sharm ElSheikh,safe_override,"{""men:api:936"": ""men:sackmann:208185""}"
women:api:69530,,N. Weng,women,missing_mapping_entry,,no_sackmann_candidate,1,Anne-Christine Lutkemeyer,W15 Claremont,Itf Women Singles,1,women:sackmann:267468,Nicole Weng,20,0.975,0.975,exact_initial_form_raw,source_manifest:5;source_sackmann_jsonl:5;canonical_jsonl:5;raw_sackmann_csv:5,2024-06-10,20260223,W15 San Diego CA,safe_override,"{""women:api:69530"": ""women:sackmann:267468""}"
women:api:523,,Oceane Dodin,women,missing_mapping_entry,,no_sackmann_candidate,1,Laura Pigossi,Wimbledon,Wta Singles,1,women:sackmann:206219,Oceane Dodin,676,1.0,1.0,exact_normalized_raw,source_manifest:169;source_sackmann_jsonl:169;canonical_jsonl:169;raw_sackmann_csv:169,2023-01-02,20260505,W60 Trnava,safe_override,"{""women:api:523"": ""women:sackmann:206219""}"
men:api:88946,,P. Moise,men,missing_mapping_entry,,no_sackmann_candidate,1,Vincent Marysko,M15 Kamen,Itf Men Singles,1,men:sackmann:214101,Patrick Valentin Moise,4,0.975,0.975,exact_initial_form_raw,source_manifest:1;source_sackmann_jsonl:1;canonical_jsonl:1;raw_sackmann_csv:1,2025-08-25,20250825,M15 Allershausen,safe_override,"{""men:api:88946"": ""men:sackmann:214101""}"
women:api:23289,,P. Ortega Redondo,women,missing_mapping_entry,,no_sackmann_candidate,1,Celia Cervino Ruiz,W50 Palma del Rio,Itf Women Singles,1,women:sackmann:221001,Paula Ortega Redondo,268,0.975,0.975,exact_initial_form_raw,source_manifest:67;source_sackmann_jsonl:67;canonical_jsonl:67;raw_sackmann_csv:67,2023-03-13,20250519,W15 Monastir,safe_override,"{""women:api:23289"": ""women:sackmann:221001""}"
men:api:72520,,P. Roche Alcaya,men,missing_mapping_entry,,no_sackmann_candidate,1,Emile Hudd,M25 Bakio,Itf Men Singles,1,men:sackmann:213125,Pablo Roche Alcaya,12,0.975,0.975,exact_initial_form_raw,source_manifest:3;source_sackmann_jsonl:3;canonical_jsonl:3;raw_sackmann_csv:3,2024-08-05,20250224,M15+H Tauste,safe_override,"{""men:api:72520"": ""men:sackmann:213125""}"
women:api:74126,,Paulina Montiel,women,missing_mapping_entry,,no_sackmann_candidate,1,Sophie Suh,W15 Claremont,Itf Women Singles,1,women:sackmann:266713,Paulina Montiel,72,1.0,1.0,exact_normalized_raw,source_manifest:18;source_sackmann_jsonl:18;canonical_jsonl:18;raw_sackmann_csv:18,2024-02-19,20260309,W15 Huamantla,safe_override,"{""women:api:74126"": ""women:sackmann:266713""}"
women:api:2819,,Polona Hercog,women,missing_mapping_entry,,no_sackmann_candidate,1,Bianca Andreescu,Wimbledon,Wta Singles,1,women:sackmann:201555,Polona Hercog,527,1.0,1.0,exact_normalized_raw,source_manifest:133;source_sackmann_jsonl:133;raw_sackmann_csv:133;canonical_jsonl:128,2023-05-15,20260518,W35 Antalya,safe_override,"{""women:api:2819"": ""women:sackmann:201555""}"
men:api:17461,,R. I. Orgiles G.,men,unmapped,,no_sackmann_candidate,1,Edward Winter,M25 Bakio,Itf Men Singles,,,,,,,,,,,,no_candidate,
men:api:89618,,Remy Dugardin,men,missing_mapping_entry,,no_sackmann_candidate,1,Tim Handel,M25 Brussels,Itf Men Singles,1,men:sackmann:214112,Remy Dugardin,52,1.0,1.0,exact_normalized_raw,source_manifest:13;source_sackmann_jsonl:13;canonical_jsonl:13;raw_sackmann_csv:13,2025-09-01,20260413,M15 Monastir,safe_override,"{""men:api:89618"": ""men:sackmann:214112""}"
men:api:93178,,Roberto Perez Socas,men,missing_mapping_entry,,no_sackmann_candidate,1,Liam Hignett,M25 Bakio,Itf Men Singles,1,men:sackmann:214254,Roberto Perez Socas,8,1.0,1.0,exact_normalized_raw,source_manifest:2;source_sackmann_jsonl:2;canonical_jsonl:2;raw_sackmann_csv:2,2025-11-10,20251110,M15 Las Palmas de Gran Canaria,safe_override,"{""men:api:93178"": ""men:sackmann:214254""}"
women:api:24284,,Rosa Dourado Zimermman Jennifer,women,unmapped,,no_sackmann_candidate,1,Antonia Vergara Rivera,W15 Asuncion,Itf Women Singles,1,women:sackmann:215854,Jennifer Rosa Dourado,316,0.965,0.965,subset_reordered_name,source_manifest:79;source_sackmann_jsonl:79;canonical_jsonl:79;raw_sackmann_csv:79,2023-12-04,20260601,W15 Monastir,review_likely,"{""women:api:24284"": ""women:sackmann:215854""}"
men:api:89404,,S. Guinau,men,missing_mapping_entry,,no_sackmann_candidate,1,Sander Jong,M15 Alkmaar,Itf Men Singles,1,men:sackmann:214130,Sammy Guinau,8,0.975,0.975,exact_initial_form_raw,source_manifest:2;source_sackmann_jsonl:2;canonical_jsonl:2;raw_sackmann_csv:2,2025-09-01,20260427,M15 Haren,safe_override,"{""men:api:89404"": ""men:sackmann:214130""}"
women:api:91509,,S. Triquart,women,missing_mapping_entry,,no_sackmann_candidate,1,Garbiela Vasilescu Arina,W15 Kamen,Itf Women Singles,1,women:sackmann:270289,Sophie Triquart,12,0.975,0.975,exact_initial_form_raw,source_manifest:3;source_sackmann_jsonl:3;canonical_jsonl:3;raw_sackmann_csv:3,2025-10-13,20251020,W15 Essen,safe_override,"{""women:api:91509"": ""women:sackmann:270289""}"
women:api:1413,,Sina Herrmann,women,missing_mapping_entry,,no_sackmann_candidate,1,Carolin Raschdorf,W15 Kamen,Itf Women Singles,1,women:sackmann:221055,Sina Herrmann,588,1.0,1.0,exact_normalized_raw,source_manifest:147;source_sackmann_jsonl:147;canonical_jsonl:147;raw_sackmann_csv:147,2023-01-02,20260518,W15 Bol,safe_override,"{""women:api:1413"": ""women:sackmann:221055""}"
men:api:56578,,Stijn Paardekooper,men,missing_mapping_entry,,no_sackmann_candidate,1,Mac Visser,M15 Alkmaar,Itf Men Singles,1,men:sackmann:212311,Stijn Paardekooper,180,1.0,1.0,exact_normalized_raw,source_manifest:45;source_sackmann_jsonl:45;canonical_jsonl:45;raw_sackmann_csv:45,2023-07-31,20260309,M15 Haren,safe_override,"{""men:api:56578"": ""men:sackmann:212311""}"
women:api:104244,,V. Proietti,women,missing_mapping_entry,,no_sackmann_candidate,1,Federica Trevisan,W35 Tarvisio,Itf Women Singles,,,,,,,,,,,,no_candidate,
women:api:50044,,Valentina Mediorreal Arias,women,missing_mapping_entry,,no_sackmann_candidate,1,Chiara Di Genova,W15 Asuncion,Itf Women Singles,1,women:sackmann:260848,Valentina Mediorreal Arias,201,1.0,1.0,exact_normalized_raw,raw_sackmann_csv:51;source_manifest:50;source_sackmann_jsonl:50;canonical_jsonl:50,2023-03-13,20260413,W15 Kayseri,safe_override,"{""women:api:50044"": ""women:sackmann:260848""}"
men:api:703,,Valerio Aboian,men,missing_mapping_entry,,no_sackmann_candidate,1,Valentin Basel,Piracicaba,Challenger Men Singles,1,men:sackmann:209254,Valerio Aboian,976,1.0,1.0,exact_normalized_raw,source_manifest:244;source_sackmann_jsonl:244;canonical_jsonl:244;raw_sackmann_csv:244,2023-01-02,20260511,M15 Santa Cruz,safe_override,"{""men:api:703"": ""men:sackmann:209254""}"
women:api:70675,,Vlada Kozak,women,missing_mapping_entry,,no_sackmann_candidate,1,Mia Horvit,W15 Kursumlijska Banja 6,Itf Women Singles,1,women:sackmann:264079,Vlada Kozak,203,1.0,1.0,exact_normalized_raw,source_manifest:51;source_sackmann_jsonl:51;raw_sackmann_csv:51;canonical_jsonl:50,2023-06-05,20260413,W15 Sharm ElSheikh,safe_override,"{""women:api:70675"": ""women:sackmann:264079""}"
women:api:104385,,Y. Chiang,women,unmapped,,no_sackmann_candidate,1,Aunchisa Chanta,W35 Taipei 2,Itf Women Singles,,,,,,,,,,,,no_candidate,
women:api:67675,,Ying Ruan Zi,women,missing_mapping_entry,,no_sackmann_candidate,1,Ksenia Zaytseva,W15 Kursumlijska Banja 6,Itf Women Singles,1,women:sackmann:267462,Zi Ying Ruan,196,0.995,0.995,exact_token_set_raw,source_manifest:49;source_sackmann_jsonl:49;canonical_jsonl:49;raw_sackmann_csv:49,2024-04-01,20251215,W15 Antalya,safe_override,"{""women:api:67675"": ""women:sackmann:267462""}"
women:api:38969,,Youngsuh Lee Carol,women,unmapped,,no_sackmann_candidate,1,Sarah Rakotomanga Rajaonah Tiantsoa,Wimbledon,Wta Singles,,,,,,,,,,,,no_candidate,
