api_player_key,raw_api_player_key,api_name,api_name_source,gender,mapping_status,today_match_count,opponent_name,opponents_today,tournament,event_names,event_type,event_type_types,reason
men:api:8655,8655,Nazim Makhlouf,api_cache_full_name,men,unmapped,1,Roger Pascual Ferra,Roger Pascual Ferra,M15 Monastir 24,M15 Monastir 24,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:82785,82785,Nicolas Robert,api_cache_full_name,men,unmapped,1,Louay Makke,Louay Makke,M15 Monastir 24,M15 Monastir 24,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:14638,14638,Nikita Mashtakov,api_cache_full_name,men,unmapped,1,Khumoyun Sultanov,Khumoyun Sultanov,M25 Zagreb (Croatia),M25 Zagreb (Croatia),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:92835,92835,Noah Martens,api_cache_full_name,men,missing_mapping_entry,1,T. Mottier,T. Mottier,M25 Brussels,M25 Brussels,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:513,513,Nuria Parrizas-Diaz,api_cache_full_name,women,missing_mapping_entry,1,Gina Feistel,Gina Feistel,W50 Gdansk (Poland),W50 Gdansk (Poland),Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:84685,84685,O. Allegre,api_cache_short_name,women,missing_mapping_entry,1,Paola Lopez,Paola Lopez,W15 Claremont,W15 Claremont,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:33234,33234,O. Bezzaz,api_cache_short_name,men,missing_mapping_entry,1,Massimo Giunta,Massimo Giunta,M25 Tanger (Morocco),M25 Tanger (Morocco),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:104427,104427,O. Houthuyse,api_cache_short_name,men,missing_mapping_entry,1,Edward Etty,Edward Etty,M15 Alkmaar,M15 Alkmaar,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:95164,95164,O. Majdandzic,api_cache_short_name,men,unmapped,1,Benito Sanchez Martinez,Benito Sanchez Martinez,M15 Kamen,M15 Kamen,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:89819,89819,Oliwier Sterniczuk,api_cache_full_name,men,missing_mapping_entry,1,Michal Novansky,Michal Novansky,M15 Rzeszow (Poland),M15 Rzeszow (Poland),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:24515,24515,Onyu Choi,api_cache_full_name,women,missing_mapping_entry,1,K. Jiananxi,K. Jiananxi,W15 Maanshan 3,W15 Maanshan 3,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:53731,53731,Oskar Grzegorzewski,api_cache_full_name,men,missing_mapping_entry,1,Tomas Lanik,Tomas Lanik,M15 Rzeszow (Poland),M15 Rzeszow (Poland),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:26615,26615,P. Inchauspe,api_cache_short_name,men,missing_mapping_entry,1,Iker Urribarrens Ramirez,Iker Urribarrens Ramirez,M25 Bakio,M25 Bakio,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:1284,1284,Parth Aggarwal,api_cache_full_name,men,missing_mapping_entry,1,Florian Broska,Florian Broska,M25 Tanger (Morocco),M25 Tanger (Morocco),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:75800,75800,Pranav Karthik,api_cache_full_name,men,missing_mapping_entry,1,Pieter De Lange,Pieter De Lange,M15 Alkmaar,M15 Alkmaar,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:104471,104471,R. El Aouni,api_cache_short_name,men,missing_mapping_entry,1,M. A. Machado,M. A. Machado,M25 Tanger (Morocco),M25 Tanger (Morocco),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:38261,38261,Reda Bennani,api_cache_full_name,men,missing_mapping_entry,1,Francesco Ferrari,Francesco Ferrari,M25 Tanger (Morocco),M25 Tanger (Morocco),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:40086,40086,Rikke De Koning,api_cache_full_name,women,missing_mapping_entry,1,Charlotte Narti,Charlotte Narti,W15 Alkmaar,W15 Alkmaar,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:85686,85686,S. Bozemoj,api_cache_short_name,men,missing_mapping_entry,1,Julien Penzlin,Julien Penzlin,M15 Alkmaar,M15 Alkmaar,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:95168,95168,S. Karpinski,api_cache_short_name,men,missing_mapping_entry,1,Aleksandr Braynin,Aleksandr Braynin,M15 Rzeszow (Poland),M15 Rzeszow (Poland),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:54021,54021,S. M. Barbulescu,api_cache_short_name,women,missing_mapping_entry,1,Safina Popa Giulia,Safina Popa Giulia,W15 Galati,W15 Galati,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:63218,63218,S. Nita,api_cache_short_name,women,missing_mapping_entry,1,Alyssa Reguer,Alyssa Reguer,W15 Monastir 19,W15 Monastir 19,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:104426,104426,S. Put,api_cache_short_name,men,missing_mapping_entry,1,Nino Ehrenschneider,Nino Ehrenschneider,M15 Alkmaar,M15 Alkmaar,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:82359,82359,S. Shumate,api_cache_short_name,women,missing_mapping_entry,1,Ava Hrastar,Ava Hrastar,W35 Rome,W35 Rome,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:1283,1283,Samir Hamza Reguig,api_cache_full_name,men,missing_mapping_entry,1,D. Yigin,D. Yigin,M15 Kursumlijska Banja 6,M15 Kursumlijska Banja 6,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:69452,69452,Sara Yoshida,api_cache_full_name,women,missing_mapping_entry,1,M. Nishiwaki,M. Nishiwaki,W15 Sapporo 2,W15 Sapporo 2,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:38963,38963,Sasa Markovic,api_cache_full_name,men,missing_mapping_entry,1,Alvaro Peiro Serrano,Alvaro Peiro Serrano,M15 Kursumlijska Banja 6,M15 Kursumlijska Banja 6,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:87026,87026,Shixun Zhu,api_cache_full_name,men,missing_mapping_entry,1,Grigoriy Lomakin,Grigoriy Lomakin,M15 Wuning 3,M15 Wuning 3,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:104429,104429,T. Hammes,api_cache_short_name,men,missing_mapping_entry,1,C. Thies,C. Thies,M15 Kamen,M15 Kamen,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:40904,40904,T. Lemaitre,api_cache_short_name,women,unmapped,1,Kristina Mladenovic,Kristina Mladenovic,W50 Palma del Rio,W50 Palma del Rio,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:104449,104449,T. Mottier,api_cache_short_name,men,missing_mapping_entry,1,Noah Martens,Noah Martens,M25 Brussels,M25 Brussels,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:101100,101100,T. Mtvarelishvili,api_cache_short_name,women,missing_mapping_entry,1,Karla Bartel,Karla Bartel,W15 Monastir 19,W15 Monastir 19,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:24880,24880,Talia Neilson Gatenby,api_cache_full_name,women,missing_mapping_entry,1,Maria Andrienko,Maria Andrienko,W15 Monastir 19,W15 Monastir 19,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:39162,39162,Thomas Patton,api_cache_full_name,men,missing_mapping_entry,1,Wishaya Trongcharoenchaikul,Wishaya Trongcharoenchaikul,M15 Kursumlijska Banja 6,M15 Kursumlijska Banja 6,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:27497,27497,Tomas Geschwind Francisco,api_cache_full_name,men,missing_mapping_entry,1,U. Zivkovic,U. Zivkovic,M15 Kursumlijska Banja 6,M15 Kursumlijska Banja 6,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:104244,104244,V. Proietti,api_cache_short_name,women,missing_mapping_entry,1,Federica Trevisan,Federica Trevisan,W35 Tarvisio,W35 Tarvisio,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:38166,38166,Vito Tonejc,api_cache_full_name,men,missing_mapping_entry,1,Sebastian Sorger,Sebastian Sorger,M25 Zagreb (Croatia),M25 Zagreb (Croatia),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:791,791,Walid Ahouda,api_cache_full_name,men,missing_mapping_entry,1,I. Haddouch,I. Haddouch,M25 Tanger (Morocco),M25 Tanger (Morocco),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:84316,84316,Y. Zhytelna,api_cache_short_name,women,unmapped,1,Kelly Keller,Kelly Keller,W15 Claremont,W15 Claremont,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:85183,85183,Yazid Lahjomri,api_cache_full_name,men,missing_mapping_entry,1,Nicolas Kobelt,Nicolas Kobelt,M25 Tanger (Morocco),M25 Tanger (Morocco),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
