api_player_key,raw_api_player_key,api_name,api_name_source,gender,mapping_status,today_match_count,opponent_name,opponents_today,tournament,event_names,event_type,event_type_types,candidate_count,candidate_margin,candidate_ambiguity,candidate_1_key,candidate_1_name,candidate_1_score,candidate_1_method,candidate_1_matches,candidate_2_key,candidate_2_name,candidate_2_score,candidate_2_method,candidate_2_matches,candidate_3_key,candidate_3_name,candidate_3_score,candidate_3_method,candidate_3_matches,best_candidate_key,best_candidate_name,score,margin,method,suggested_override_json,accept_candidate_rank,manual_sackmann_key,reject,review_note
men:api:58219,58219,Efe Tufekci Cagan,api_cache_full_name,men,ambiguous,1,R. Sancilio,R. Sancilio,M15 Kayseri 6,M15 Kayseri 6,Itf Men Singles,Itf Men Singles,1,,false,men:sackmann:214170,Cagan Efe Tufecki,0.917639,near_token_set_typo,13,,,,,,,,,,,men:sackmann:214170,Cagan Efe Tufecki,0.917639,,near_token_set_typo,"{""men:api:58219"": ""men:sackmann:214170""}",,,,
women:api:7486,7486,Sarah Saito,api_cache_full_name,women,ambiguous,1,Erika Sema,Erika Sema,W35 Taipei 2,W35 Taipei 2,Itf Women Singles,Itf Women Singles,2,0.004516,true,women:sackmann:260170,Sara Saito,0.975209,exact_initial_form,182,women:sackmann:263836,Sakura Saito,0.970693,exact_initial_form,1,,,,,,women:sackmann:260170,Sara Saito,0.975209,0.004516,exact_initial_form,,,,,
men:api:38292,38292,Yeong-Seok Jeong,api_cache_full_name,men,ambiguous,1,Fanming Meng,Fanming Meng,M15 Wuning 3,M15 Wuning 3,Itf Men Singles,Itf Men Singles,2,0.019250,true,men:sackmann:202155,Yeongseok Jeong,0.955817,initial_surname,56,men:sackmann:212232,Yeonsu Jeong,0.936567,initial_surname,19,,,,,,men:sackmann:202155,Yeongseok Jeong,0.955817,0.019250,initial_surname,,,,,
