api_player_key,api_name,gender,api_matches,status,best_score,best_method,best_sackmann_key,best_sackmann_name,second_score_margin,api_name_sources,api_levels,api_surfaces
men:api:24403,Juan Borba,men,1,unmapped,0.0,no_candidate,,,,"{""api_cache_full_name"": 1}","{""qualifying"": 1}","{""clay"": 1}"
men:api:2481,Alafia Ayeni,men,2,unmapped,0.0,no_candidate,,,,"{""api_cache_full_name"": 2}","{""challenger"": 2}","{""clay"": 2}"
men:api:28671,D. Fornaci,men,1,unmapped,0.0,no_candidate,,,,"{""api_cache_short_name"": 1}","{""challenger"": 1}","{""clay"": 1}"
men:api:30842,A. Duda,men,1,unmapped,0.0,no_candidate,,,,"{""api_cache_short_name"": 1}","{""itf"": 1}","{""clay"": 1}"
men:api:3132,Dabin Kim,men,1,ambiguous,0.971386,exact_initial_form,men:sackmann:212974,Dongmin Kim,0.000693,"{""api_cache_full_name"": 1}","{""itf"": 1}","{""hard"": 1}"
men:api:38292,Yeong-Seok Jeong,men,2,ambiguous,0.955817,initial_surname,men:sackmann:202155,Yeongseok Jeong,0.01925,"{""api_cache_full_name"": 2}","{""itf"": 2}","{""hard"": 2}"
men:api:40212,Daniel Salazar,men,6,unmapped,0.0,no_candidate,,,,"{""api_cache_full_name"": 6}","{""challenger"": 1, ""itf"": 4, ""qualifying"": 1}","{""clay"": 6}"
men:api:53732,A. Blus,men,2,unmapped,0.0,no_candidate,,,,"{""api_cache_short_name"": 2}","{""challenger"": 1, ""grand_slam"": 1}","{""clay"": 2}"
men:api:55858,Diego Dedura,men,9,unmapped,0.0,no_candidate,,,,"{""api_cache_full_name"": 9}","{""atp_wta"": 2, ""challenger"": 4, ""itf"": 1, ""qualifying"": 2}","{""clay"": 7, ""grass"": 1, ""hard"": 1}"
men:api:5720,X. Zhou,men,1,ambiguous,0.919767,initial_surname,men:sackmann:207724,Xian Yao Zhou,0.004074,"{""api_cache_short_name"": 1}","{""itf"": 1}","{""hard"": 1}"
men:api:58219,Efe Tufekci Cagan,men,3,ambiguous,0.917639,near_token_set_typo,men:sackmann:214170,Cagan Efe Tufecki,0.917639,"{""api_cache_full_name"": 3}","{""itf"": 3}","{""hard"": 3}"
men:api:63406,K. S. Chen,men,2,ambiguous,0.926519,initial_surname,men:sackmann:213769,Kuan Shou Chen,0.00244,"{""api_cache_short_name"": 2}","{""grand_slam"": 2}","{""clay"": 2}"
men:api:63483,Enzo Kohlmann,men,6,unmapped,0.0,no_candidate,,,,"{""api_cache_full_name"": 6}","{""itf"": 4, ""qualifying"": 2}","{""clay"": 6}"
men:api:66839,Dar. Blanch,men,1,ambiguous,0.975407,exact_initial_form,men:sackmann:209898,Dali Blanch,0.000451,"{""api_cache_short_name"": 1}","{""challenger"": 1}","{""grass"": 1}"
men:api:67442,Augusto Miguel Luis,men,6,unmapped,0.0,no_candidate,,,,"{""api_cache_full_name"": 6}","{""grand_slam"": 6}","{""clay"": 6}"
men:api:68659,Theodor Alexandrescou Yannick,men,3,unmapped,0.0,no_candidate,,,,"{""api_cache_full_name"": 3}","{""grand_slam"": 3}","{""clay"": 3}"
men:api:704,Volodymyr Uzhylovskyi,men,1,unmapped,0.0,no_candidate,,,,"{""api_cache_full_name"": 1}","{""challenger"": 1}","{""clay"": 1}"
men:api:71651,M. Frohlich,men,1,unmapped,0.0,no_candidate,,,,"{""api_cache_short_name"": 1}","{""itf"": 1}","{""clay"": 1}"
men:api:74446,Dmytro Shirokyi,men,3,unmapped,0.0,no_candidate,,,,"{""api_cache_full_name"": 3}","{""itf"": 3}","{""clay"": 3}"
men:api:74737,A. A. Frutos Alonso,men,1,ambiguous,0.944679,initial_surname,men:sackmann:213546,Alvaro Ariel Frutos Alonso,0.02307,"{""api_cache_short_name"": 1}","{""qualifying"": 1}","{""clay"": 1}"
men:api:76298,Bogdan Seleznev,men,3,unmapped,0.0,no_candidate,,,,"{""api_cache_full_name"": 3}","{""itf"": 3}","{""hard"": 3}"
