api_player_key,api_name,gender,mapping_status,api_matches_in_source,levels,surfaces,sample_tournaments
men:api:24403,J. Borba,men,unmapped,1,"{""qualifying"": 1}","{""clay"": 1}","{""Asuncion 2 (Paraguay) - Qualification"": 1}"
men:api:103798,J. Coudret,men,unmapped,1,"{""challenger"": 1}","{""clay"": 1}","{""Royan"": 1}"
men:api:103669,J. Cunha,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M15 Brasilia"": 1}"
men:api:69090,J. D. Silva,men,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""M15 Monastir 20"": 1}"
men:api:103450,J. Fabre,men,unmapped,1,"{""challenger"": 1}","{""clay"": 1}","{""Lyon"": 1}"
men:api:63925,J. Fuentes Vasquez,men,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""M15 Lakewood, CA"": 1}"
men:api:9193,J. K. Trotter,men,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""M25 Wichita, KS"": 1}"
men:api:103836,J. McGloughlin,men,unmapped,1,"{""qualifying"": 1}","{""grass"": 1}","{""Dublin (Ireland) - Qualification"": 1}"
men:api:103050,K. Akkocaoglu,men,unmapped,1,"{""challenger"": 1}","{""clay"": 1}","{""Heilbronn"": 1}"
women:api:81646,K. N. Kucikova,women,ambiguous,1,"{""itf"": 1}","{""clay"": 1}","{""W35 San Gregorio 3 (Italy)"": 1}"
women:api:2394,L. Fernandez,women,ambiguous,1,"{""atp_wta"": 1}","{""grass"": 1}","{""London"": 1}"
men:api:103758,L. G. Felisberto,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M15 Brasilia"": 1}"
men:api:103753,L. Klaus,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M25 Kiseljak"": 1}"
women:api:68376,L. Samsonova,women,ambiguous,1,"{""atp_wta"": 1}","{""grass"": 1}","{""London"": 1}"
men:api:102960,L. Soares,men,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""M15 Monastir 20"": 1}"
men:api:103831,L. Tombolini,men,unmapped,1,"{""challenger"": 1}","{""clay"": 1}","{""Parma"": 1}"
women:api:40287,L. X. Leong S.,women,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Fukui"": 1}"
women:api:55518,M. Biro,women,ambiguous,1,"{""itf"": 1}","{""clay"": 1}","{""W15 Szentendre (Hungary)"": 1}"
men:api:8579,M. Cho,men,unmapped,1,"{""grand_slam"": 1}","{""clay"": 1}","{""French Open"": 1}"
men:api:11182,M. Efstathiou,men,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""M15 Kayseri 2"": 1}"
men:api:71651,M. Frohlich,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M25 Ceska Lipa"": 1}"
men:api:103670,M. Henrique,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M15 Brasilia"": 1}"
men:api:103306,M. Liszka,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M15 Szentendre"": 1}"
men:api:103415,M. Lorincik,men,unmapped,1,"{""challenger"": 1}","{""clay"": 1}","{""Bratislava"": 1}"
women:api:103787,M. Steinkamp,women,unmapped,1,"{""atp_wta"": 1}","{""clay"": 1}","{""Berlin"": 1}"
men:api:102986,M. Vukovic,men,unmapped,1,"{""grand_slam"": 1}","{""clay"": 1}","{""French Open"": 1}"
women:api:2263,M. Wang,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W35 Wuning 2 (China)"": 1}"
women:api:2024,Mat. Mariani,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Monastir 15"": 1}"
women:api:10893,Mushika Mio,women,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Tokyo"": 1}"
men:api:103006,N. Bartolucci,men,unmapped,1,"{""challenger"": 1}","{""clay"": 1}","{""Perugia"": 1}"
women:api:13071,N. Kawagishi,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Tokyo"": 1}"
women:api:103769,N. Kha,women,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Los Angeles, CA"": 1}"
women:api:58205,N. Lee,women,ambiguous,1,"{""grand_slam"": 1}","{""clay"": 1}","{""French Open"": 1}"
men:api:102954,N. M. Becirovic,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M15 Kranjska Gora (Slovenia)"": 1}"
men:api:82785,N. Robert,men,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""M15 Monastir 20"": 1}"
women:api:11584,N. Sato,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Tokyo"": 1}"
women:api:65787,Ohwaki Yui,women,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Fukui"": 1}"
men:api:68047,P. A. De Almeida Santos,men,ambiguous,1,"{""itf"": 1}","{""clay"": 1}","{""M15 Brasilia"": 1}"
men:api:11781,P. Dev S D,men,unmapped,1,"{""challenger"": 1}","{""clay"": 1}","{""Royan"": 1}"
men:api:103754,P. Hermoso,men,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""M25 Martos"": 1}"
men:api:83915,P. Pradat,men,unmapped,1,"{""grand_slam"": 1}","{""clay"": 1}","{""French Open"": 1}"
men:api:103296,R. Valetov,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M15 Tsaghkadzor 2"": 1}"
women:api:92109,Re. Alame,women,ambiguous,1,"{""grand_slam"": 1}","{""clay"": 1}","{""French Open"": 1}"
women:api:32283,S. H. Jang,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Monastir 17"": 1}"
women:api:103774,S. Holod,women,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""W35 Decatur, IL"": 1}"
men:api:4102,S. Nam Ji,men,unmapped,1,"{""challenger"": 1}","{""clay"": 1}","{""Prostejov"": 1}"
women:api:205,S. Park,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W100 Wuning (China)"": 1}"
men:api:38120,S. Popovic,men,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""M15 Vaasa"": 1}"
women:api:102790,S. S. Challarapu R. V.,women,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Monastir 15"": 1}"
women:api:30904,T. Hermanova,women,unmapped,1,"{""grand_slam"": 1}","{""clay"": 1}","{""French Open"": 1}"
men:api:102987,T. Kawaguchi,men,unmapped,1,"{""grand_slam"": 1}","{""clay"": 1}","{""French Open"": 1}"
men:api:103609,T. Miranda,men,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""M25 Martos"": 1}"
women:api:2578,T. Wuerth,women,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""W35 Bol 2"": 1}"
women:api:1030,V. Bokova,women,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""W15 Banja Luka"": 1}"
men:api:91821,V. Cunha,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M15 Brasilia"": 1}"
men:api:39003,V. Dell'Elba,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M15 Curtea de Arges"": 1}"
women:api:103748,V. Granichka,women,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Kayseri 4"": 1}"
women:api:37163,V. N. Sarganella,women,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""W15 Ontinyent (Spain)"": 1}"
men:api:704,V. Uzhylovskyi,men,unmapped,1,"{""challenger"": 1}","{""clay"": 1}","{""Royan"": 1}"
men:api:93728,W. B. Lee,men,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""M15 Gimcheon 2"": 1}"
women:api:63417,W. Wan I,women,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""W35 Wuning 2 (China)"": 1}"
men:api:102985,X. Massotte,men,unmapped,1,"{""grand_slam"": 1}","{""clay"": 1}","{""French Open"": 1}"
men:api:5720,X. Zhou,men,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""M15 Maanshan 5"": 1}"
women:api:1812,Xin. Wang,women,ambiguous,1,"{""grand_slam"": 1}","{""clay"": 1}","{""French Open"": 1}"
men:api:103608,Y. Baluska,men,unmapped,1,"{""itf"": 1}","{""clay"": 1}","{""M25 Kiseljak"": 1}"
men:api:103704,Y. C. Yang,men,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""M15 Maanshan 5"": 1}"
women:api:7926,Y. Chen,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Los Angeles, CA"": 1}"
women:api:4112,Y. Kim,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Kayseri 2"": 1}"
men:api:10334,Y. Mochizuki,men,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""M15 Tokyo"": 1}"
women:api:58612,Y. Sun,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W35 Wuning 2 (China)"": 1}"
women:api:85999,Y. Wang,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W50 Wuning"": 1}"
women:api:84316,Y. Zhytelna,women,unmapped,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Lakewood, CA 2"": 1}"
women:api:6687,Z. Safarova,women,ambiguous,1,"{""itf"": 1}","{""hard"": 1}","{""W15 Monastir 16"": 1}"
